Pos,No,Driver,Car,Time
1,12,Stirling MossMOS,Mercedes-Benz,2:00.400
2,10,Juan Manuel FangioFAN,Mercedes-Benz,2:00.600
3,2,Jean BehraBEH,Maserati,2:01.400
4,14,Karl KlingKLI,Mercedes-Benz,2:02.000
5,50,Piero  TaruffiTAR,Mercedes-Benz,2:03.000
6,6,Roberto MieresMIE,Maserati,2:03.200
7,30,Harry SchellSCH,Vanwall,2:03.800
8,8,Andre  SimonSIM,Maserati,2:04.000
9,4,Luigi MussoMUS,Maserati,2:04.200
10,20,Eugenio CastellottiCAS,Lancia,2:05.000
11,22,Robert  ManzonMAN,Gordini,2:05.000
12,16,Mike HawthornHAW,Lancia,2:05.400
13,18,Maurice  TrintignantTRI,Lancia,2:05.400
14,36,Tony RoltROL,Connaught Alta,2:06.600
15,28,Ken  WhartonWHA,Vanwall,2:08.400
16,46,Lance MacklinMAC,Maserati,2:08.400
17,32,Kenneth McAlpineMCA,Connaught Alta,2:09.600
18,24,Hermano da Silva RamosDAS,Gordini,2:10.600
19,38,Leslie MarrMAR,Connaught Alta,2:11.600
20,44,Roy SalvadoriSAL,Maserati,2:11.600
22,48,Horace  Gould GOU,Maserati,2:11.800
23,26,Mike SparkenSPA,Gordini,2:12.800
24,42,Peter CollinsCOL,Maserati,2:13.400
25,40,Jack BrabhamBRA,Cooper Bristol,2:27.400
