Pos,No,Driver,Car,Time
1,8,Juan Manuel FangioFAN,Mercedes-Benz,1:40.000
2,10,Stirling MossMOS,Mercedes-Benz,1:40.400
3,12,Karl KlingKLI,Mercedes-Benz,1:41.100
4,18,Luigi MussoMUS,Maserati,1:41.200
5,2,Mike HawthornHAW,Lancia,1:41.500
6,14,Jean BehraBEH,Maserati,1:41.500
7,16,Roberto MieresMIE,Maserati,1:42.100
8,4,Maurice  TrintignantTRI,Lancia,1:42.400
9,6,Eugenio CastellottiCAS,Lancia,1:42.700
10,26,Peter  Walker WAL,Maserati,1:44.900
11,20,Robert  ManzonMAN,Gordini,1:46.000
12,24,Jacques  PolletPOL,Gordini,1:48.400
13,28,Louis  RosierROS,Maserati,1:49.200
14,22,Hermano da Silva RamosDAS,Gordini,1:50.200
15,32,Horace  Gould GOU,Maserati,1:50.400
16,30,Johnny ClaesCLA,Ferrari,1:53.300
