Pos,No,Driver,Car,Time
1,2,Juan Manuel FangioFAN,Mercedes-Benz,1:41.100
2,26,Alberto AscariASC,Lancia,1:41.100
3,6,Stirling MossMOS,Mercedes-Benz,1:41.200
4,30,Eugenio CastellottiCAS,Lancia,1:42.000
5,34,Jean BehraBEH,Maserati,1:42.500
6,36,Roberto MieresMIE,Maserati,1:43.700
7,28,Luigi  VilloresiVIL,Lancia,1:43.700
8,38,Luigi MussoMUS,Maserati,1:44.300
9,44,Maurice  TrintignantTRI,Lancia,1:44.400
10,4,Andre  SimonSIM,Mercedes-Benz,1:45.500
11,40,Cesare PerdisaPER,Maserati,1:45.600
12,18,Mike HawthornHAW,Vanwall,1:45.600
13,8,Robert  ManzonMAN,Gordini,1:46.000
14,42,Nino FarinaFAR,Lancia,1:46.000
15,48,Piero  TaruffiTAR,Lancia,1:46.000
16,12,Elie BayolBAY,Gordini,1:46.500
17,14,Louis  RosierROS,Maserati,1:46.700
18,46,Harry SchellSCH,Lancia,1:46.800
19,32,Louis  ChironCHI,Lancia,1:47.300
20,10,Jacques  PolletPOL,Gordini,1:49.400
