Pos,No,Driver,Car,Time
1,12,Jose Froilan GonzalezGON,Lancia,1:43.100
2,32,Alberto AscariASC,Lancia,1:43.200
3,2,Juan Manuel FangioFAN,Mercedes-Benz,1:43.600
4,16,Jean BehraBEH,Maserati,1:43.800
5,10,Nino FarinaFAR,Lancia,1:43.800
6,4,Karl KlingKLI,Mercedes-Benz,1:44.100
7,28,Harry SchellSCH,Maserati,1:44.300
8,6,Stirling MossMOS,Mercedes-Benz,1:44.600
9,40,Pablo BirgerBIR,Gordini,1:44.800
10,8,Hans  HerrmannHER,Mercedes-Benz,1:44.900
11,34,Luigi  VilloresiVIL,Lancia,1:45.200
12,36,Eugenio CastellottiCAS,Lancia,1:45.300
13,24,Carlos MenditeguyMEN,Maserati,1:45.400
14,14,Maurice  TrintignantTRI,Lancia,1:45.800
15,38,Elie BayolBAY,Gordini,1:46.100
16,18,Roberto MieresMIE,Maserati,1:46.200
17,42,Jesus IglesiasIGL,Gordini,1:46.300
18,22,Luigi MussoMUS,Maserati,1:46.400
19,20,Sergio MantovaniMAN,Maserati,1:47.600
20,26,Clemar BucciBUC,Maserati,1:48.800
21,30,Alberto UriaURI,Maserati,1:51.200
