Pos,No,Driver,Car,Time
1,30,Eugenio CastellottiCAS,Lancia,4:18.100
2,10,Juan Manuel FangioFAN,Mercedes-Benz,4:18.600
3,14,Stirling MossMOS,Mercedes-Benz,4:19.200
4,2,Nino FarinaFAR,Lancia,4:20.900
5,20,Jean BehraBEH,Maserati,4:23.600
6,12,Karl KlingKLI,Mercedes-Benz,4:24.000
7,22,Luigi MussoMUS,Maserati,4:26.400
8,6,Paul FrereFRE,Lancia,4:29.700
9,40,Mike HawthornHAW,Vanwall,4:33.000
10,4,Maurice  TrintignantTRI,Lancia,4:33.200
11,26,Cesare PerdisaPER,Maserati,4:50.900
12,28,Louis  RosierROS,Maserati,4:55.400
13,24,Roberto MieresMIE,Maserati,5:09.000
