Pos,No,Driver,Car,Time
1,18,Juan Manuel FangioFAN,Mercedes-Benz,2:46.500
2,16,Stirling MossMOS,Mercedes-Benz,2:46.800
3,20,Karl KlingKLI,Mercedes-Benz,2:48.300
4,4,Eugenio CastellottiCAS,Lancia,2:49.600
6,36,Jean BehraBEH,Maserati,2:50.100
7,28,Roberto MieresMIE,Maserati,2:51.100
9,14,Piero  TaruffiTAR,Mercedes-Benz,2:51.800
10,30,Luigi MussoMUS,Maserati,2:52.200
11,32,Peter CollinsCOL,Maserati,2:55.300
12,12,Umberto  MaglioliMAG,Lancia,2:55.400
13,42,Harry SchellSCH,Vanwall,2:55.500
14,6,Mike HawthornHAW,Lancia,2:56.200
15,8,Maurice  TrintignantTRI,Lancia,2:56.300
16,34,Carlos MenditeguyMEN,Maserati,2:58.400
17,44,Ken  WhartonWHA,Vanwall,2:59.500
18,22,Hermano da Silva RamosDAS,Gordini,2:59.800
19,26,Jacques  PolletPOL,Gordini,2:59.900
20,40,John  FitchFIT,Maserati,3:03.100
21,38,Horace  Gould GOU,Maserati,3:05.200
22,24,Jean  LucasLUC,Gordini,3:15.900
