Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Lewis HamiltonHAM,McLaren Mercedes,53,1:19:41.221,25
2,15,Sergio PerezPER,Sauber Ferrari,53,+4.356s,18
3,5,Fernando AlonsoALO,Ferrari,53,+20.594s,15
4,6,Felipe MassaMAS,Ferrari,53,+29.667s,12
5,9,Kimi RäikkönenRAI,Lotus Renault,53,+30.881s,10
6,7,Michael SchumacherMSC,Mercedes,53,+31.259s,8
7,8,Nico RosbergROS,Mercedes,53,+33.550s,6
8,11,Paul di RestaDIR,Force India Mercedes,53,+41.057s,4
9,14,Kamui KobayashiKOB,Sauber Ferrari,53,+43.898s,2
10,19,Bruno SennaSEN,Williams Renault,53,+48.144s,1
11,18,Pastor MaldonadoMAL,Williams Renault,53,+48.682s,0
12,16,Daniel RicciardoRIC,STR Ferrari,53,+50.316s,0
13,10,Jerome d'AmbrosioDAM,Lotus Renault,53,+75.861s,0
14,20,Heikki KovalainenKOV,Caterham Renault,52,+1 lap,0
15,21,Vitaly PetrovPET,Caterham Renault,52,+1 lap,0
16,25,Charles PicPIC,Marussia Cosworth,52,+1 lap,0
17,24,Timo GlockGLO,Marussia Cosworth,52,+1 lap,0
18,22,Pedro de la RosaDLR,HRT Cosworth,52,+1 lap,0
19,23,Narain KarthikeyanKAR,HRT Cosworth,52,+1 lap,0
20,2,Mark WebberWEB,Red Bull Racing Renault,51,DNF,0
21,12,Nico HulkenbergHUL,Force India Mercedes,50,DNF,0
22,1,Sebastian VettelVET,Red Bull Racing Renault,47,DNF,0
NC,3,Jenson ButtonBUT,McLaren Mercedes,32,DNF,0
NC,17,Jean-Eric VergneVER,STR Ferrari,8,DNF,0
