Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Jenson ButtonBUT,McLaren Mercedes,71,1:45:22.656,25
2,5,Fernando AlonsoALO,Ferrari,71,+2.754s,18
3,6,Felipe MassaMAS,Ferrari,71,+3.615s,15
4,2,Mark WebberWEB,Red Bull Racing Renault,71,+4.936s,12
5,12,Nico HulkenbergHUL,Force India Mercedes,71,+5.708s,10
6,1,Sebastian VettelVET,Red Bull Racing Renault,71,+9.453s,8
7,7,Michael SchumacherMSC,Mercedes,71,+11.907s,6
8,17,Jean-Eric VergneVER,STR Ferrari,71,+28.653s,4
9,14,Kamui KobayashiKOB,Sauber Ferrari,71,+31.250s,2
10,9,Kimi RäikkönenRAI,Lotus Renault,70,+1 lap,1
11,21,Vitaly PetrovPET,Caterham Renault,70,+1 lap,0
12,25,Charles PicPIC,Marussia Cosworth,70,+1 lap,0
13,16,Daniel RicciardoRIC,STR Ferrari,70,+1 lap,0
14,20,Heikki KovalainenKOV,Caterham Renault,70,+1 lap,0
15,8,Nico RosbergROS,Mercedes,70,+1 lap,0
16,24,Timo GlockGLO,Marussia Cosworth,70,+1 lap,0
17,22,Pedro de la RosaDLR,HRT Cosworth,69,+2 laps,0
18,23,Narain KarthikeyanKAR,HRT Cosworth,69,+2 laps,0
19,11,Paul di RestaDIR,Force India Mercedes,68,DNF,0
NC,4,Lewis HamiltonHAM,McLaren Mercedes,54,DNF,0
NC,10,Romain GrosjeanGRO,Lotus Renault,5,DNF,0
NC,18,Pastor MaldonadoMAL,Williams Renault,1,DNF,0
NC,19,Bruno SennaSEN,Williams Renault,0,DNF,0
NC,15,Sergio PerezPER,Sauber Ferrari,0,DNF,0
