Pos,No,Driver,Car,Laps,Time/retired,Pts
1,18,Pastor MaldonadoMAL,Williams Renault,66,1:39:09.145,25
2,5,Fernando AlonsoALO,Ferrari,66,+3.195s,18
3,9,Kimi RäikkönenRAI,Lotus Renault,66,+3.884s,15
4,10,Romain GrosjeanGRO,Lotus Renault,66,+14.799s,12
5,14,Kamui KobayashiKOB,Sauber Ferrari,66,+64.641s,10
6,1,Sebastian VettelVET,Red Bull Racing Renault,66,+67.576s,8
7,8,Nico RosbergROS,Mercedes,66,+77.919s,6
8,4,Lewis HamiltonHAM,McLaren Mercedes,66,+78.140s,4
9,3,Jenson ButtonBUT,McLaren Mercedes,66,+85.246s,2
10,12,Nico HulkenbergHUL,Force India Mercedes,65,+1 lap,1
11,2,Mark WebberWEB,Red Bull Racing Renault,65,+1 lap,0
12,17,Jean-Eric VergneVER,STR Ferrari,65,+1 lap,0
13,16,Daniel RicciardoRIC,STR Ferrari,65,+1 lap,0
14,11,Paul di RestaDIR,Force India Mercedes,65,+1 lap,0
15,6,Felipe MassaMAS,Ferrari,65,+1 lap,0
16,20,Heikki KovalainenKOV,Caterham Renault,65,+1 lap,0
17,21,Vitaly PetrovPET,Caterham Renault,65,+1 lap,0
18,24,Timo GlockGLO,Marussia Cosworth,64,+2 laps,0
19,22,Pedro de la RosaDLR,HRT Cosworth,63,+3 laps,0
NC,15,Sergio PerezPER,Sauber Ferrari,37,DNF,0
NC,25,Charles PicPIC,Marussia Cosworth,35,DNF,0
NC,23,Narain KarthikeyanKAR,HRT Cosworth,22,DNF,0
NC,19,Bruno SennaSEN,Williams Renault,12,DNF,0
NC,7,Michael SchumacherMSC,Mercedes,12,DNF,0
