Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Fernando AlonsoALO,Ferrari,56,2:44:51.812,25
2,15,Sergio PerezPER,Sauber Ferrari,56,+2.263s,18
3,4,Lewis HamiltonHAM,McLaren Mercedes,56,+14.591s,15
4,2,Mark WebberWEB,Red Bull Racing Renault,56,+17.688s,12
5,9,Kimi RäikkönenRAI,Lotus Renault,56,+29.456s,10
6,19,Bruno SennaSEN,Williams Renault,56,+37.667s,8
7,11,Paul di RestaDIR,Force India Mercedes,56,+44.412s,6
8,17,Jean-Eric VergneVER,STR Ferrari,56,+46.985s,4
9,12,Nico HulkenbergHUL,Force India Mercedes,56,+47.892s,2
10,7,Michael SchumacherMSC,Mercedes,56,+49.996s,1
11,1,Sebastian VettelVET,Red Bull Racing Renault,56,+75.527s,0
12,16,Daniel RicciardoRIC,STR Ferrari,56,+76.828s,0
13,8,Nico RosbergROS,Mercedes,56,+78.593s,0
14,3,Jenson ButtonBUT,McLaren Mercedes,56,+79.719s,0
15,6,Felipe MassaMAS,Ferrari,56,+97.319s,0
16,21,Vitaly PetrovPET,Caterham Renault,55,+1 lap,0
17,24,Timo GlockGLO,Marussia Cosworth,55,+1 lap,0
18,20,Heikki KovalainenKOV,Caterham Renault,55,+1 lap,0
19,18,Pastor MaldonadoMAL,Williams Renault,54,DNF,0
20,25,Charles PicPIC,Marussia Cosworth,54,+2 laps,0
21,22,Pedro de la RosaDLR,HRT Cosworth,54,+2 laps,0
22,23,Narain KarthikeyanKAR,HRT Cosworth,54,+2 laps,0
NC,14,Kamui KobayashiKOB,Sauber Ferrari,46,DNF,0
NC,10,Romain GrosjeanGRO,Lotus Renault,3,DNF,0
