Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Mark WebberWEB,Red Bull Racing Renault,78,1:46:06.557,25
2,8,Nico RosbergROS,Mercedes,78,+0.643s,18
3,5,Fernando AlonsoALO,Ferrari,78,+0.947s,15
4,1,Sebastian VettelVET,Red Bull Racing Renault,78,+1.343s,12
5,4,Lewis HamiltonHAM,McLaren Mercedes,78,+4.101s,10
6,6,Felipe MassaMAS,Ferrari,78,+6.195s,8
7,11,Paul di RestaDIR,Force India Mercedes,78,+41.537s,6
8,12,Nico HulkenbergHUL,Force India Mercedes,78,+42.562s,4
9,9,Kimi RäikkönenRAI,Lotus Renault,78,+44.036s,2
10,19,Bruno SennaSEN,Williams Renault,78,+44.516s,1
11,15,Sergio PerezPER,Sauber Ferrari,77,+1 lap,0
12,17,Jean-Eric VergneVER,STR Ferrari,77,+1 lap,0
13,20,Heikki KovalainenKOV,Caterham Renault,77,+1 lap,0
14,24,Timo GlockGLO,Marussia Cosworth,77,+1 lap,0
15,23,Narain KarthikeyanKAR,HRT Cosworth,76,+2 laps,0
16,3,Jenson ButtonBUT,McLaren Mercedes,70,DNF,0
NC,16,Daniel RicciardoRIC,STR Ferrari,65,DNF,0
NC,25,Charles PicPIC,Marussia Cosworth,64,DNF,0
NC,7,Michael SchumacherMSC,Mercedes,63,DNF,0
NC,21,Vitaly PetrovPET,Caterham Renault,15,DNF,0
NC,14,Kamui KobayashiKOB,Sauber Ferrari,5,DNF,0
NC,10,Romain GrosjeanGRO,Lotus Renault,0,DNF,0
NC,22,Pedro de la RosaDLR,HRT Cosworth,0,DNF,0
NC,18,Pastor MaldonadoMAL,Williams Renault,0,DNF,0
