Pos,No,Driver,Car,Time,Gap,Laps
1,36,Anthony DavidsonDAV,Honda,1:45.349,,18
2,40,Neel JaniJAN,STR Cosworth,1:46.138,+0.789s,21
3,38,Sebastian VettelVET,Sauber BMW,1:46.585,+1.236s,20
4,37,Michael  AmmermullerAMM,RBR Ferrari,1:47.162,+1.813s,21
5,39,Adrian SutilSUT,MF1 Toyota,1:47.773,+2.424s,21
6,21,Scott SpeedSPE,STR Cosworth,1:47.814,+2.465s,7
7,19,Christijan AlbersALB,MF1 Toyota,1:47.838,+2.489s,6
8,41,Franck MontagnyMON,Super Aguri Honda,1:47.918,+2.569s,13
9,35,Alexander WurzWUR,Williams Cosworth,1:47.919,+2.570s,19
10,22,Takuma SatoSAT,Super Aguri Honda,1:48.042,+2.693s,11
11,23,Sakon YamamotoYAM,Super Aguri Honda,1:50.479,+5.130s,9
12,9,Mark WebberWEB,Williams Cosworth,,,1
13,10,Nico RosbergROS,Williams Cosworth,,,1
14,3,Kimi RäikkönenRAI,McLaren Mercedes,,,1
15,20,Vitantonio LiuzziLIU,STR Cosworth,,,2
16,15,Robert DoornbosDOO,RBR Ferrari,,,1
17,17,Robert KubicaKUB,Sauber BMW,,,1
18,14,David CoulthardCOU,RBR Ferrari,,,1
19,1,Fernando AlonsoALO,Renault,,,1
20,16,Nick HeidfeldHEI,Sauber BMW,,,1
21,2,Giancarlo FisichellaFIS,Renault,,,1
22,18,Tiago MonteiroMON,MF1 Toyota,,,4
23,4,Pedro de la RosaDLR,McLaren Mercedes,,,1
24,11,Rubens BarrichelloBAR,Honda,,,1
25,8,Jarno TrulliTRU,Toyota,,,1
26,7,Ralf SchumacherRSC,Toyota,,,1
27,12,Jenson ButtonBUT,Honda,,,1
