Pos,No,Driver,Car,Time,Gap,Laps
1,38,Robert KubicaKUB,Sauber BMW,1:16.390,,30
2,36,Anthony DavidsonDAV,Honda,1:18.306,+1.916s,26
3,35,Alexander WurzWUR,Williams Cosworth,1:18.941,+2.551s,23
4,5,Michael SchumacherMSC,Ferrari,1:18.994,+2.604s,5
5,11,Rubens BarrichelloBAR,Honda,1:19.070,+2.680s,6
6,12,Jenson ButtonBUT,Honda,1:19.165,+2.775s,6
7,40,Neel JaniJAN,STR Cosworth,1:19.258,+2.868s,24
8,37,Robert DoornbosDOO,RBR Ferrari,1:19.681,+3.291s,20
9,20,Vitantonio LiuzziLIU,STR Cosworth,1:20.154,+3.764s,7
10,19,Christijan AlbersALB,MF1 Toyota,1:20.646,+4.256s,9
11,18,Tiago MonteiroMON,MF1 Toyota,1:20.799,+4.409s,8
12,7,Ralf SchumacherRSC,Toyota,1:20.861,+4.471s,6
13,23,Franck MontagnyMON,Super Aguri Honda,1:21.783,+5.393s,17
14,22,Takuma SatoSAT,Super Aguri Honda,1:21.891,+5.501s,20
15,41,Sakon YamamotoYAM,Super Aguri Honda,1:23.159,+6.769s,29
16,6,Felipe MassaMAS,Ferrari,1:23.179,+6.789s,5
17,8,Jarno TrulliTRU,Toyota,1:24.029,+7.639s,7
18,39,Giorgio MondiniMOD,MF1 Toyota,,,2
19,1,Fernando AlonsoALO,Renault,,,2
20,2,Giancarlo FisichellaFIS,Renault,,,1
21,15,Christian KlienKLI,RBR Ferrari,,,1
22,21,Scott SpeedSPE,STR Cosworth,,,1
23,17,Jacques VilleneuveVIL,Sauber BMW,,,1
24,14,David CoulthardCOU,RBR Ferrari,,,1
25,16,Nick HeidfeldHEI,Sauber BMW,,,1
