Pos,No,Driver,Car,Time,Gap,Laps
1,1,Fernando AlonsoALO,Renault,1:16.712,,13
2,36,Anthony DavidsonDAV,Honda,1:16.872,+0.160s,31
3,2,Giancarlo FisichellaFIS,Renault,1:16.888,+0.176s,12
4,5,Michael SchumacherMSC,Ferrari,1:16.973,+0.261s,8
5,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:17.458,+0.746s,7
6,38,Robert KubicaKUB,Sauber BMW,1:17.869,+1.157s,19
7,35,Alexander WurzWUR,Williams Cosworth,1:17.949,+1.237s,28
8,12,Jenson ButtonBUT,Honda,1:18.329,+1.617s,12
9,37,Robert DoornbosDOO,RBR Ferrari,1:18.394,+1.682s,23
10,11,Rubens BarrichelloBAR,Honda,1:18.406,+1.694s,12
11,14,David CoulthardCOU,RBR Ferrari,1:18.447,+1.735s,10
12,10,Nico RosbergROS,Williams Cosworth,1:18.480,+1.768s,15
13,9,Mark WebberWEB,Williams Cosworth,1:18.571,+1.859s,17
14,6,Felipe MassaMAS,Ferrari,1:18.695,+1.983s,15
15,8,Jarno TrulliTRU,Toyota,1:18.703,+1.991s,11
16,7,Ralf SchumacherRSC,Toyota,1:19.021,+2.309s,14
17,17,Jacques VilleneuveVIL,Sauber BMW,1:19.246,+2.534s,16
18,15,Christian KlienKLI,RBR Ferrari,1:19.543,+2.831s,10
19,40,Neel JaniJAN,STR Cosworth,1:19.651,+2.939s,25
20,39,Giorgio MondiniMOD,MF1 Toyota,1:19.669,+2.957s,29
21,18,Tiago MonteiroMON,MF1 Toyota,1:19.730,+3.018s,17
22,20,Vitantonio LiuzziLIU,STR Cosworth,1:19.857,+3.145s,16
23,21,Scott SpeedSPE,STR Cosworth,1:20.137,+3.425s,13
24,19,Christijan AlbersALB,MF1 Toyota,1:20.552,+3.840s,17
25,22,Takuma SatoSAT,Super Aguri Honda,1:21.144,+4.432s,23
26,23,Franck MontagnyMON,Super Aguri Honda,1:21.594,+4.882s,21
27,16,Nick HeidfeldHEI,Sauber BMW,,+49.880s,1
28,3,Kimi RäikkönenRAI,McLaren Mercedes,,,3
