Pos,No,Driver,Car,Time,Gap,Laps
1,6,Felipe MassaMAS,Ferrari,1:15.796,,4
2,5,Michael SchumacherMSC,Ferrari,1:16.099,+0.303s,4
3,35,Alexander WurzWUR,Williams Cosworth,1:16.125,+0.329s,21
4,38,Robert KubicaKUB,Sauber BMW,1:16.628,+0.832s,21
5,36,Anthony DavidsonDAV,Honda,1:16.961,+1.165s,24
6,37,Robert DoornbosDOO,RBR Ferrari,1:17.424,+1.628s,20
7,40,Neel JaniJAN,STR Cosworth,1:19.720,+3.924s,20
8,39,Giorgio MondiniMOD,MF1 Toyota,1:20.708,+4.912s,21
9,22,Takuma SatoSAT,Super Aguri Honda,1:20.744,+4.948s,9
10,23,Franck MontagnyMON,Super Aguri Honda,,,3
11,21,Scott SpeedSPE,STR Cosworth,,,3
12,9,Mark WebberWEB,Williams Cosworth,,,1
13,8,Jarno TrulliTRU,Toyota,,,1
14,19,Christijan AlbersALB,MF1 Toyota,,,1
15,10,Nico RosbergROS,Williams Cosworth,,,1
16,18,Tiago MonteiroMON,MF1 Toyota,,,1
17,7,Ralf SchumacherRSC,Toyota,,,1
18,12,Jenson ButtonBUT,Honda,,,1
19,20,Vitantonio LiuzziLIU,STR Cosworth,,,1
20,16,Nick HeidfeldHEI,Sauber BMW,,,1
21,4,Juan Pablo MontoyaMOY,McLaren Mercedes,,,1
22,17,Jacques VilleneuveVIL,Sauber BMW,,,2
23,14,David CoulthardCOU,RBR Ferrari,,,1
24,15,Christian KlienKLI,RBR Ferrari,,,1
25,11,Rubens BarrichelloBAR,Honda,,,1
26,1,Fernando AlonsoALO,Renault,,,2
27,2,Giancarlo FisichellaFIS,Renault,,,2
