Pos,No,Driver,Car,Time,Gap,Laps
1,36,Anthony DavidsonDAV,Honda,1:12.083,,27
2,5,Michael SchumacherMSC,Ferrari,1:12.458,+0.375s,3
3,38,Robert KubicaKUB,Sauber BMW,1:13.008,+0.925s,31
4,11,Rubens BarrichelloBAR,Honda,1:13.090,+1.007s,5
5,12,Jenson ButtonBUT,Honda,1:13.189,+1.106s,6
6,40,Neel JaniJAN,STR Cosworth,1:13.710,+1.627s,24
7,39,Giorgio MondiniMOD,MF1 Toyota,1:14.654,+2.571s,33
8,35,Alexander WurzWUR,Williams Cosworth,1:14.745,+2.662s,38
9,21,Scott SpeedSPE,STR Cosworth,1:14.791,+2.708s,8
10,37,Robert DoornbosDOO,RBR Ferrari,1:15.018,+2.935s,22
11,18,Tiago MonteiroMON,MF1 Toyota,1:15.091,+3.008s,8
12,20,Vitantonio LiuzziLIU,STR Cosworth,1:15.532,+3.449s,8
13,19,Christijan AlbersALB,MF1 Toyota,1:15.647,+3.564s,10
14,22,Takuma SatoSAT,Super Aguri Honda,1:15.971,+3.888s,17
15,41,Sakon YamamotoYAM,Super Aguri Honda,1:16.116,+4.033s,31
16,23,Franck MontagnyMON,Super Aguri Honda,1:16.489,+4.406s,17
17,8,Jarno TrulliTRU,Toyota,,,2
18,7,Ralf SchumacherRSC,Toyota,,,2
19,2,Giancarlo FisichellaFIS,Renault,,,3
20,1,Fernando AlonsoALO,Renault,,,1
21,15,Christian KlienKLI,RBR Ferrari,,,1
22,3,Kimi RäikkönenRAI,McLaren Mercedes,,,1
23,14,David CoulthardCOU,RBR Ferrari,,,1
24,4,Juan Pablo MontoyaMOY,McLaren Mercedes,,,1
25,16,Nick HeidfeldHEI,Sauber BMW,,,1
26,17,Jacques VilleneuveVIL,Sauber BMW,,,2
