Pos,No,Driver,Car,Time,Gap,Laps
1,5,Michael SchumacherMSC,Ferrari,1:24.751,,4
2,35,Alexander WurzWUR,Williams Cosworth,1:25.132,+0.381s,19
3,38,Robert KubicaKUB,Sauber BMW,1:25.942,+1.191s,24
4,36,Anthony DavidsonDAV,Honda,1:26.012,+1.261s,27
5,8,Jarno TrulliTRU,Toyota,1:26.417,+1.666s,7
6,37,Robert DoornbosDOO,RBR Ferrari,1:26.498,+1.747s,18
7,6,Felipe MassaMAS,Ferrari,1:26.596,+1.845s,4
8,14,David CoulthardCOU,RBR Ferrari,1:26.678,+1.927s,7
9,3,Kimi RäikkönenRAI,McLaren Mercedes,1:26.938,+2.187s,5
10,19,Christijan AlbersALB,MF1 Toyota,1:28.048,+3.297s,13
11,21,Scott SpeedSPE,STR Cosworth,1:28.498,+3.747s,6
12,39,Giorgio MondiniMOD,MF1 Toyota,1:28.969,+4.218s,20
13,15,Christian KlienKLI,RBR Ferrari,1:29.106,+4.355s,6
14,40,Neel JaniJAN,STR Cosworth,1:29.695,+4.944s,13
15,18,Tiago MonteiroMON,MF1 Toyota,1:29.697,+4.946s,13
16,20,Vitantonio LiuzziLIU,STR Cosworth,1:30.348,+5.597s,6
17,22,Takuma SatoSAT,Super Aguri Honda,1:31.217,+6.466s,17
18,23,Yuji IdeIDE,Super Aguri Honda,1:31.482,+6.731s,17
19,1,Fernando AlonsoALO,Renault,,,3
20,7,Ralf SchumacherRSC,Toyota,,,1
21,2,Giancarlo FisichellaFIS,Renault,,,2
22,4,Juan Pablo MontoyaMOY,McLaren Mercedes,,,1
23,16,Nick HeidfeldHEI,Sauber BMW,,,1
24,17,Jacques VilleneuveVIL,Sauber BMW,,,1
25,11,Rubens BarrichelloBAR,Honda,,,1
