Pos,No,Driver,Car,Lap,Time
1,0,Damon HillHIL,Williams Renault,41,1:22.515
2,2,Alain ProstPRO,Williams Renault,52,1:22.534
3,5,Michael SchumacherMSC,Benetton Ford,51,1:22.873
4,26,Mark BlundellBLU,Ligier Renault,51,1:24.655
5,8,Ayrton SennaSEN,McLaren Ford,46,1:24.886
6,6,Riccardo PatresePAT,Benetton Ford,48,1:25.172
7,25,Martin BrundleBRU,Ligier Renault,35,1:25.208
8,9,Derek WarwickWAR,Footwork Mugen Honda,57,1:25.222
9,12,Johnny HerbertHER,Lotus Ford,32,1:25.455
10,30,Jyrki JarvilehtoJAR,Sauber,54,1:25.547
11,27,Jean AlesiALE,Ferrari,57,1:25.733
12,14,Rubens BarrichelloBAR,Jordan Hart,56,1:25.848
13,23,Christian FittipaldiFIT,Minardi Ford,55,1:26.428
14,11,Alessandro ZanardiZAN,Lotus Ford,32,1:26.695
15,29,Karl WendlingerWEN,Sauber,18,1:27.836
16,15,Thierry BoutsenBOU,Jordan Hart,30,1:27.885
17,19,Philippe AlliotALL,Larrousse Lamborghini,34,1:28.106
18,4,Andrea de CesarisDEC,Tyrrell Yamaha,42,1:28.320
19,24,Pierluigi MartiniMAR,Minardi Ford,27,1:28.494
20,22,Luca BadoerBAD,Lola Ferrari,29,1:29.474
21,10,Aguri SuzukiSUZ,Footwork Mugen Honda,8,1:29.968
22,28,Gerhard BergerBER,Ferrari,8,1:30.293
23,3,Ukyo KatayamaKAT,Tyrrell Yamaha,23,1:30.819
