Pos,No,Driver,Car,Time
1,1,Niki LaudaLAU,Ferrari,1:19.350
2,11,James HuntHUN,McLaren Ford,1:19.410
3,5,Mario AndrettiAND,Lotus Ford,1:19.760
4,2,Clay RegazzoniREG,Ferrari,1:20.050
5,4,Patrick DepaillerDEP,Tyrrell Ford,1:20.150
6,22,Chris AmonAMO,Ensign Ford,1:20.270
7,10,Ronnie PetersonPET,March Ford,1:20.290
8,3,Jody ScheckterSCH,Tyrrell Ford,1:20.310
9,35,Arturo MerzarioMER,March Ford,1:20.320
10,9,Vittorio BrambillaBRA,March Ford,1:20.360
11,28,John WatsonWAT,Penske Ford,1:20.410
12,12,Jochen MassMAS,McLaren Ford,1:20.610
13,26,Jacques LaffiteLAF,Ligier Matra,1:20.670
14,6,Gunnar NilssonNIL,Lotus Ford,1:20.670
15,7,Carlos ReutemannREU,Brabham Alfa Romeo,1:20.990
16,8,Carlos PacePAC,Brabham Alfa Romeo,1:21.030
17,34,Hans-Joachim StuckSTU,March Ford,1:21.200
18,18,Brett LungerLUN,Surtees Ford,1:21.300
19,19,Alan  JonesJON,Surtees Ford,1:21.420
20,16,Tom PrycePRY,Shadow Ford,1:21.840
21,30,Emerson FittipaldiFIT,Fittipaldi Ford,1:22.060
22,32,Bob EvansEVA,Brabham Ford,1:22.470
23,24,Harald ErtlERT,Hesketh Ford,1:22.750
24,17,Jean-Pierre JarierJAR,Shadow Ford,1:22.720
25,25,Guy EdwardsEDW,Hesketh Ford,1:22.760
26,38,Henri PescaroloPES,Surtees Ford,1:22.760
