Pos,No,Driver,Car,Time
1,11,James HuntHUN,McLaren Ford,7:06.500
2,1,Niki LaudaLAU,Ferrari,7:07.400
3,4,Patrick DepaillerDEP,Tyrrell Ford,7:08.800
4,34,Hans-Joachim StuckSTU,March Ford,7:09.100
5,2,Clay RegazzoniREG,Ferrari,7:09.300
6,26,Jacques LaffiteLAF,Ligier Matra,7:11.300
7,8,Carlos PacePAC,Brabham Alfa Romeo,7:12.000
8,3,Jody ScheckterSCH,Tyrrell Ford,7:12.200
9,12,Jochen MassMAS,McLaren Ford,7:13.000
10,7,Carlos ReutemannREU,Brabham Alfa Romeo,7:14.900
11,10,Ronnie PetersonPET,March Ford,7:14.900
12,5,Mario AndrettiAND,Lotus Ford,7:16.100
13,9,Vittorio BrambillaBRA,March Ford,7:17.700
14,19,Alan  JonesJON,Surtees Ford,7:19.900
15,77,Rolf StommelenSTO,Brabham Alfa Romeo,7:21.600
16,6,Gunnar NilssonNIL,Lotus Ford,7:23.000
17,22,Chris AmonAMO,Ensign Ford,7:23.100
18,16,Tom PrycePRY,Shadow Ford,7:23.300
19,28,John WatsonWAT,Penske Ford,7:23.500
20,30,Emerson FittipaldiFIT,Fittipaldi Ford,7:28.000
21,20,Arturo MerzarioMER,Wolf-Williams,7:28.800
22,24,Harald ErtlERT,Hesketh Ford,7:30.000
23,17,Jean-Pierre JarierJAR,Shadow Ford,7:30.900
24,18,Brett LungerLUN,Surtees Ford,7:32.700
25,25,Guy EdwardsEDW,Hesketh Ford,7:38.600
26,40,Alessandro Pesenti-RossiPES,Tyrrell Ford,7:48.500
