Pos,No,Driver,Car,Time
1,5,Mario AndrettiAND,Lotus Ford,1:12.770
2,11,James HuntHUN,McLaren Ford,1:12.800
3,1,Niki LaudaLAU,Ferrari,1:13.080
4,28,John WatsonWAT,Penske Ford,1:13.290
5,3,Jody ScheckterSCH,Tyrrell Ford,1:13.310
6,8,Carlos PacePAC,Brabham Alfa Romeo,1:13.430
7,2,Clay RegazzoniREG,Ferrari,1:13.640
8,9,Vittorio BrambillaBRA,March Ford,1:13.720
9,10,Ronnie PetersonPET,March Ford,1:13.850
10,51,Masahiro HasemiHAS,Kojima Ford,1:13.880
11,26,Jacques LaffiteLAF,Ligier Matra,1:13.880
12,12,Jochen MassMAS,McLaren Ford,1:14.050
13,4,Patrick DepaillerDEP,Tyrrell Ford,1:14.150
14,16,Tom PrycePRY,Shadow Ford,1:14.230
15,17,Jean-Pierre JarierJAR,Shadow Ford,1:14.320
16,6,Gunnar NilssonNIL,Lotus Ford,1:14.350
17,7,Larry PerkinsPER,Brabham Alfa Romeo,1:14.380
18,34,Hans-Joachim StuckSTU,March Ford,1:14.380
19,20,Arturo MerzarioMER,Wolf-Williams,1:14.410
20,19,Alan  JonesJON,Surtees Ford,1:14.600
21,52,Kazuyoshi HoshinoHOS,Tyrrell Ford,1:14.650
22,24,Harald ErtlERT,Hesketh Ford,1:15.260
23,30,Emerson FittipaldiFIT,Fittipaldi Ford,1:15.300
24,18,Noritake TakaharaTAK,Surtees Ford,1:15.770
25,21,Hans BinderBIN,Wolf-Williams,1:17.360
