Pos,No,Driver,Car,Time
1,11,James HuntHUN,McLaren Ford,1:12.389
2,10,Ronnie PetersonPET,March Ford,1:12.783
3,9,Vittorio BrambillaBRA,March Ford,1:12.799
4,4,Patrick DepaillerDEP,Tyrrell Ford,1:12.837
5,5,Mario AndrettiAND,Lotus Ford,1:13.028
6,1,Niki LaudaLAU,Ferrari,1:13.060
7,3,Jody ScheckterSCH,Tyrrell Ford,1:13.191
8,34,Hans-Joachim StuckSTU,March Ford,1:13.322
9,26,Jacques LaffiteLAF,Ligier Matra,1:13.425
10,8,Carlos PacePAC,Brabham Alfa Romeo,1:13.438
11,12,Jochen MassMAS,McLaren Ford,1:13.439
12,2,Clay RegazzoniREG,Ferrari,1:13.500
13,16,Tom PrycePRY,Shadow Ford,1:13.665
14,28,John WatsonWAT,Penske Ford,1:13.973
15,6,Gunnar NilssonNIL,Lotus Ford,1:14.397
16,22,Jacky IckxICK,Ensign Ford,1:14.461
17,30,Emerson FittipaldiFIT,Fittipaldi Ford,1:14.471
18,17,Jean-Pierre JarierJAR,Shadow Ford,1:15.113
19,7,Larry PerkinsPER,Brabham Alfa Romeo,1:15.598
20,19,Alan  JonesJON,Surtees Ford,1:15.652
21,38,Henri PescaroloPES,Surtees Ford,1:15.846
22,18,Brett LungerLUN,Surtees Ford,1:16.201
23,25,Guy EdwardsEDW,Hesketh Ford,1:17.217
24,20,Arturo MerzarioMER,Wolf-Williams,1:17.288
