Pos,No,Driver,Car,Time
1,1,Niki LaudaLAU,Ferrari,1:29.650
2,2,Clay RegazzoniREG,Ferrari,1:29.910
3,10,Ronnie PetersonPET,March Ford,1:30.080
4,4,Patrick DepaillerDEP,Tyrrell Ford,1:30.330
5,3,Jody ScheckterSCH,Tyrrell Ford,1:30.550
6,34,Hans-Joachim StuckSTU,March Ford,1:30.600
7,30,Emerson FittipaldiFIT,Fittipaldi Ford,1:31.390
8,26,Jacques LaffiteLAF,Ligier Matra,1:31.460
9,9,Vittorio BrambillaBRA,March Ford,1:31.470
10,17,Jean-Pierre JarierJAR,Shadow Ford,1:31.650
11,12,Jochen MassMAS,McLaren Ford,1:31.670
12,22,Chris AmonAMO,Ensign Ford,1:31.750
13,8,Carlos PacePAC,Brabham Alfa Romeo,1:31.810
14,11,James HuntHUN,McLaren Ford,1:31.880
15,16,Tom PrycePRY,Shadow Ford,1:31.980
16,6,Gunnar NilssonNIL,Lotus Ford,1:32.100
17,28,John WatsonWAT,Penske Ford,1:32.140
18,21,Michel LeclereLEC,Wolf-Williams,1:32.170
19,19,Alan  JonesJON,Surtees Ford,1:32.330
20,7,Carlos ReutemannREU,Brabham Alfa Romeo,1:32.430
