Pos,No,Driver,Car,Time
1,11,James HuntHUN,McLaren Ford,1:47.890
2,1,Niki LaudaLAU,Ferrari,1:48.170
3,4,Patrick DepaillerDEP,Tyrrell Ford,1:48.590
4,2,Clay RegazzoniREG,Ferrari,1:48.690
5,8,Carlos PacePAC,Brabham Alfa Romeo,1:48.750
6,10,Ronnie PetersonPET,March Ford,1:49.070
7,5,Mario AndrettiAND,Lotus Ford,1:49.190
8,28,John WatsonWAT,Penske Ford,1:49.220
9,3,Jody ScheckterSCH,Tyrrell Ford,1:49.630
10,7,Carlos ReutemannREU,Brabham Alfa Romeo,1:49.790
11,9,Vittorio BrambillaBRA,March Ford,1:49.790
12,6,Gunnar NilssonNIL,Lotus Ford,1:49.830
13,26,Jacques LaffiteLAF,Ligier Matra,1:50.060
14,12,Jochen MassMAS,McLaren Ford,1:50.100
15,17,Jean-Pierre JarierJAR,Shadow Ford,1:50.120
16,16,Tom PrycePRY,Shadow Ford,1:50.270
17,34,Hans-Joachim StuckSTU,March Ford,1:50.310
18,19,Alan  JonesJON,Surtees Ford,1:51.110
19,20,Jacky IckxICK,Wolf-Williams,1:51.410
20,35,Arturo MerzarioMER,March Ford,1:51.790
21,30,Emerson FittipaldiFIT,Fittipaldi Ford,1:52.110
22,21,Michel LeclereLEC,Wolf-Williams,1:52.290
23,18,Brett LungerLUN,Surtees Ford,1:52.410
24,38,Henri PescaroloPES,Surtees Ford,1:52.600
25,25,Guy EdwardsEDW,Hesketh Ford,1:52.630
26,33,Patrick NeveNEV,Brabham Ford,1:52.820
27,24,Harald ErtlERT,Hesketh Ford,1:54.050
