Pos,No,Driver,Car,Time
1,11,James HuntHUN,McLaren Ford,1:18.520
2,1,Niki LaudaLAU,Ferrari,1:18.840
3,4,Patrick DepaillerDEP,Tyrrell Ford,1:19.110
4,12,Jochen MassMAS,McLaren Ford,1:19.140
5,2,Clay RegazzoniREG,Ferrari,1:19.150
6,9,Vittorio BrambillaBRA,March Ford,1:19.270
7,6,Gunnar NilssonNIL,Lotus Ford,1:19.350
8,26,Jacques LaffiteLAF,Ligier Matra,1:19.390
9,5,Mario AndrettiAND,Lotus Ford,1:19.590
10,22,Chris AmonAMO,Ensign Ford,1:19.830
11,8,Carlos PacePAC,Brabham Alfa Romeo,1:19.930
12,7,Carlos ReutemannREU,Brabham Alfa Romeo,1:20.120
13,28,John WatsonWAT,Penske Ford,1:20.170
14,3,Jody ScheckterSCH,Tyrrell Ford,1:20.190
15,17,Jean-Pierre JarierJAR,Shadow Ford,1:20.210
16,10,Ronnie PetersonPET,March Ford,1:20.340
17,34,Hans-Joachim StuckSTU,March Ford,1:20.400
18,35,Arturo MerzarioMER,March Ford,1:20.630
19,30,Emerson FittipaldiFIT,Fittipaldi Ford,1:20.710
20,19,Alan  JonesJON,Surtees Ford,1:20.870
21,20,Jacky IckxICK,Wolf-Williams,1:21.130
22,16,Tom PrycePRY,Shadow Ford,1:21.190
23,21,Michel LeclereLEC,Wolf-Williams,1:21.290
24,37,Larry PerkinsPER,Boro Ford,1:21.520
