Pos,No,Driver,Car,Time
1,11,James HuntHUN,McLaren Ford,2:32.500
2,1,Niki LaudaLAU,Ferrari,2:32.520
3,17,Jean-Pierre JarierJAR,Shadow Ford,2:32.660
4,2,Clay RegazzoniREG,Ferrari,2:33.170
5,30,Emerson FittipaldiFIT,Fittipaldi Ford,2:33.330
6,12,Jochen MassMAS,McLaren Ford,2:33.590
7,9,Vittorio BrambillaBRA,March Ford,2:33.630
8,28,John WatsonWAT,Penske Ford,2:33.870
9,4,Patrick DepaillerDEP,Tyrrell Ford,2:34.490
10,8,Carlos PacePAC,Brabham Alfa Romeo,2:34.540
11,26,Jacques LaffiteLAF,Ligier Matra,2:34.670
12,16,Tom PrycePRY,Shadow Ford,2:34.840
13,3,Jody ScheckterSCH,Tyrrell Ford,2:35.020
14,34,Hans-Joachim StuckSTU,March Ford,2:35.380
15,7,Carlos ReutemannREU,Brabham Alfa Romeo,2:35.970
16,6,Mario AndrettiAND,Lotus Ford,2:36.010
17,21,Renzo ZorziZOR,Wolf-Williams,2:37.070
18,5,Ronnie PetersonPET,Lotus Ford,2:37.190
19,20,Jacky IckxICK,Wolf-Williams,2:37.620
20,31,Ingo HoffmanHOF,Fittipaldi Ford,2:40.250
21,14,Ian AshleyASH,BRM,2:40.940
22,10,Lella LombardiLOM,March Ford,2:40.950
