Pos,No,Driver,Car,Time
1,10,Ronnie PetersonPET,March Ford,1:21.310
2,11,James HuntHUN,McLaren Ford,1:21.390
3,16,Tom PrycePRY,Shadow Ford,1:21.550
4,28,John WatsonWAT,Penske Ford,1:21.620
5,2,Clay RegazzoniREG,Ferrari,1:21.850
6,5,Mario AndrettiAND,Lotus Ford,1:21.880
7,9,Vittorio BrambillaBRA,March Ford,1:21.880
8,3,Jody ScheckterSCH,Tyrrell Ford,1:21.910
9,8,Carlos PacePAC,Brabham Alfa Romeo,1:22.030
10,26,Jacques LaffiteLAF,Ligier Matra,1:22.060
11,22,Jacky IckxICK,Ensign Ford,1:22.130
12,7,Carlos ReutemannREU,Brabham Alfa Romeo,1:22.160
13,6,Gunnar NilssonNIL,Lotus Ford,1:22.160
14,4,Patrick DepaillerDEP,Tyrrell Ford,1:22.270
15,12,Jochen MassMAS,McLaren Ford,1:22.480
16,19,Alan  JonesJON,Surtees Ford,1:22.510
17,30,Emerson FittipaldiFIT,Fittipaldi Ford,1:22.550
18,34,Hans-Joachim StuckSTU,March Ford,1:22.590
19,37,Larry PerkinsPER,Boro Ford,1:23.100
20,17,Jean-Pierre JarierJAR,Shadow Ford,1:23.180
21,39,Boy HayjeHAY,Penske Ford,1:23.260
22,38,Henri PescaroloPES,Surtees Ford,1:23.550
23,20,Arturo MerzarioMER,Wolf-Williams,1:24.090
24,24,Harald ErtlERT,Hesketh Ford,1:24.370
25,25,Rolf StommelenSTO,Hesketh Ford,1:24.710
26,18,Conny AnderssonAND,Surtees Ford,1:24.740
