Pos,No,Driver,Car,Time
1,11,James HuntHUN,McLaren Ford,1:35.020
2,28,John WatsonWAT,Penske Ford,1:35.840
3,10,Ronnie PetersonPET,March Ford,1:36.340
4,6,Gunnar NilssonNIL,Lotus Ford,1:36.460
5,26,Jacques LaffiteLAF,Ligier Matra,1:36.520
6,16,Tom PrycePRY,Shadow Ford,1:36.560
7,9,Vittorio BrambillaBRA,March Ford,1:36.590
8,8,Carlos PacePAC,Brabham Alfa Romeo,1:36.660
9,5,Mario AndrettiAND,Lotus Ford,1:36.680
10,3,Jody ScheckterSCH,Tyrrell Ford,1:36.910
11,34,Hans-Joachim StuckSTU,March Ford,1:36.950
12,12,Jochen MassMAS,McLaren Ford,1:37.220
13,4,Patrick DepaillerDEP,Tyrrell Ford,1:37.240
14,7,Carlos ReutemannREU,Brabham Alfa Romeo,1:37.240
15,19,Alan  JonesJON,Surtees Ford,1:37.600
16,18,Brett LungerLUN,Surtees Ford,1:37.620
17,30,Emerson FittipaldiFIT,Fittipaldi Ford,1:37.760
18,17,Jean-Pierre JarierJAR,Shadow Ford,1:37.880
19,22,Hans BinderBIN,Ensign Ford,1:38.360
20,24,Harald ErtlERT,Hesketh Ford,1:39.090
21,20,Arturo MerzarioMER,Wolf-Williams,1:39.330
22,38,Henri PescaroloPES,Surtees Ford,1:39.840
23,39,Alessandro Pesenti-RossiPES,Tyrrell Ford,1:40.670
24,33,Lella LombardiLOM,Brabham Ford,1:42.250
25,32,Loris KesselKES,Brabham Ford,1:56.010
