Pos,No,Driver,Car,Time
1,1,Niki LaudaLAU,Ferrari,1:26.550
2,2,Clay RegazzoniREG,Ferrari,1:26.600
3,11,James HuntHUN,McLaren Ford,1:26.740
4,4,Patrick DepaillerDEP,Tyrrell Ford,1:26.910
5,9,Vittorio BrambillaBRA,March Ford,1:26.930
6,26,Jacques LaffiteLAF,Ligier Matra,1:27.140
7,3,Jody ScheckterSCH,Tyrrell Ford,1:27.190
8,22,Chris AmonAMO,Ensign Ford,1:27.540
9,8,Carlos PacePAC,Brabham Alfa Romeo,1:27.660
10,10,Ronnie PetersonPET,March Ford,1:27.720
11,5,Mario AndrettiAND,Lotus Ford,1:27.750
12,7,Carlos ReutemannREU,Brabham Alfa Romeo,1:28.300
13,16,Tom PrycePRY,Shadow Ford,1:28.370
14,17,Jean-Pierre JarierJAR,Shadow Ford,1:28.380
15,34,Hans-Joachim StuckSTU,March Ford,1:28.410
16,19,Alan  JonesJON,Surtees Ford,1:28.440
17,28,John WatsonWAT,Penske Ford,1:28.440
18,12,Jochen MassMAS,McLaren Ford,1:28.500
19,33,Patrick NeveNEV,Brabham Ford,1:28.800
20,37,Larry PerkinsPER,Boro Ford,1:28.810
21,35,Arturo MerzarioMER,March Ford,1:28.840
22,6,Gunnar NilssonNIL,Lotus Ford,1:28.990
23,32,Loris KesselKES,Brabham Ford,1:29.090
24,24,Harald ErtlERT,Hesketh Ford,1:29.400
25,21,Michel LeclereLEC,Wolf-Williams,1:29.460
26,18,Brett LungerLUN,Surtees Ford,1:29.760
