Pos,No,Driver,Car,Laps,Time/retired,Pts
1,14,Bill  Vukovich VUK,Kurtis Kraft Offenhauser,200,3:53:01.690,9
2,16,Art CrossCRO,Kurtis Kraft Offenhauser,200,+210.872s,6
3,3,Sam HanksHAN,Kurtis Kraft Offenhauser,,SHC,2
3,3,Duane CarterCAR,Kurtis Kraft Offenhauser,200,,2
4,59,Fred AgabashianAGA,Kurtis Kraft Offenhauser,,SHC,1.5
4,59,Paul RussoRUS,Kurtis Kraft Offenhauser,200,,1.5
5,5,Jack McGrathMCG,Kurtis Kraft Offenhauser,200,,2
6,48,Jimmy  DaywaltDAY,Kurtis Kraft Offenhauser,200,,0
7,2,Jim RathmannRAT,Kurtis Kraft Offenhauser,,SHC,0
7,2,Eddie JohnsonJOH,Kurtis Kraft Offenhauser,200,,0
8,12,Ernie McCoyMCC,Stevens Offenhauser,200,,0
9,98,Tony  BettenhausenBET,Kuzma Offenhauser,,SHC,0
9,98,Chuck  StevensonSTE,Kuzma Offenhauser,,SHC,0
9,98,Gene HartleyHAR,Kuzma Offenhauser,196,DNF,0
10,53,Jimmy DaviesDAV,Kurtis Kraft Offenhauser,193,+7 laps,0
11,9,Duke NalonNAL,Kurtis Kraft Novi,191,DNF,0
12,73,Carl ScarboroughSCA,Kurtis Kraft Offenhauser,,SHC,0
12,73,Bob ScottSCO,Kurtis Kraft Offenhauser,190,+10 laps,0
13,88,Manny AyuloAYU,Kuzma Offenhauser,184,DNF,0
14,8,Jimmy BryanBRY,Schroeder Offenhauser,183,+17 laps,0
15,49,Bill HollandHOL,Kurtis Kraft Offenhauser,,SHC,0
15,49,Jim RathmannRAT,Kurtis Kraft Offenhauser,177,DNF,0
16,92,Rodger WardWAR,Kurtis Kraft Offenhauser,177,DNF,0
16,92,Andy LindenLIN,Kurtis Kraft Offenhauser,,SHC,0
16,92,Duke DinsmoreDIN,Kurtis Kraft Offenhauser,,SHC,0
17,23,Walt  FaulknerFAU,Kurtis Kraft Offenhauser,,SHC,0
17,23,Johnny MantzMAN,Kurtis Kraft Offenhauser,176,+24 laps,0
18,22,Marshall  TeagueTEA,Kurtis Kraft Offenhauser,169,DNF,0
19,62,Spider WebbWEB,Kurtis Kraft Offenhauser,,SHC,0
19,62,Johnny ThomsonTHO,Kurtis Kraft Offenhauser,,SHC,0
19,62,Jackie HolmesHOL,Kurtis Kraft Offenhauser,166,DNF,0
20,51,Bob SweikertSWE,Kuzma Offenhauser,151,DNF,0
21,83,Mike NazarukNAZ,Turner Offenhauser,146,DNF,0
22,77,Pat FlahertyFLA,Kurtis Kraft Offenhauser,115,DNF,0
23,55,Jerry  HoytHOY,Kurtis Kraft Offenhauser,,SHC,0
23,55,Chuck  StevensonSTE,Kurtis Kraft Offenhauser,,SHC,0
23,55,Andy LindenLIN,Kurtis Kraft Offenhauser,107,DNF,0
24,4,Duane CarterCAR,Lesovsky Offenhauser,94,DNF,0
25,7,Paul RussoRUS,Kurtis Kraft Offenhauser,89,DNF,0
26,21,Johnnie  ParsonsPAR,Kurtis Kraft Offenhauser,86,DNF,0
27,38,Don  FreelandFRE,Watson Offenhauser,76,DNF,0
28,41,Gene HartleyHAR,Kurtis Kraft Offenhauser,53,DNF,0
29,97,Chuck  StevensonSTE,Kuzma Offenhauser,42,DNF,0
30,99,Cal  NidayNID,Kurtis Kraft Offenhauser,30,DNF,0
31,29,Bob ScottSCO,Bromme Offenhauser,14,DNF,0
32,56,Johnny ThomsonTHO,Del Roy Offenhauser,6,DNF,0
33,32,Andy LindenLIN,Stevens Offenhauser,3,DNF,0
