Pos,No,Driver,Car,Laps,Time/retired,Pts
1,28,Stirling MossMOS,Lotus Climax,100,2:53:45.500,8
2,10,Bruce McLarenMCL,Cooper Climax,100,+52.100s,6
3,36,Phil HillHIL,Ferrari,100,+61.900s,4
4,18,Tony BrooksBRO,Cooper Climax,99,+1 lap,3
5,2,Jo BonnierBON,BRM,83,+17 laps,2
6,34,Richie GintherGIN,Ferrari,70,+30 laps,1
7,6,Graham HillHIL,BRM,66,DNF,0
8,38,Wolfgang von TripsVON,Ferrari,61,DNF,0
9,22,Innes IrelandIRE,Lotus Climax,56,+44 laps,0
NC,4,Dan GurneyGUR,BRM,44,DNC,0
DQ,8,Jack BrabhamBRA,Cooper Climax,40,DSQ,0
NC,14,Roy SalvadoriSAL,Cooper Climax,29,DNF,0
NC,24,Alan  Stacey STA,Lotus Climax,23,DNF,0
NC,26,John SurteesSUR,Lotus Climax,17,DNF,0
NC,16,Chris  Bristow BRI,Cooper Climax,17,DNF,0
NC,44,Maurice  TrintignantTRI,Cooper Maserati,4,DNF,0
