Pos,No,Driver,Car,Time,Gap,Laps
1,36,Anthony DavidsonDAV,Honda,1:31.353,,28
2,5,Michael SchumacherMSC,Ferrari,1:31.751,+0.398s,15
3,35,Alexander WurzWUR,Williams Cosworth,1:31.764,+0.411s,27
4,6,Felipe MassaMAS,Ferrari,1:32.175,+0.822s,13
5,1,Fernando AlonsoALO,Renault,1:32.538,+1.185s,13
6,20,Vitantonio LiuzziLIU,STR Cosworth,1:32.703,+1.350s,24
7,37,Robert DoornbosDOO,RBR Ferrari,1:32.926,+1.573s,24
8,2,Giancarlo FisichellaFIS,Renault,1:33.215,+1.862s,14
9,12,Jenson ButtonBUT,Honda,1:33.226,+1.873s,12
10,38,Robert KubicaKUB,Sauber BMW,1:33.244,+1.891s,26
11,15,Christian KlienKLI,RBR Ferrari,1:33.557,+2.204s,8
12,3,Kimi RäikkönenRAI,McLaren Mercedes,1:33.577,+2.224s,11
13,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:33.726,+2.373s,15
14,16,Nick HeidfeldHEI,Sauber BMW,1:33.848,+2.495s,9
15,40,Neel JaniJAN,STR Cosworth,1:33.900,+2.547s,24
16,21,Scott SpeedSPE,STR Cosworth,1:34.284,+2.931s,22
17,9,Mark WebberWEB,Williams Cosworth,1:34.333,+2.980s,5
18,11,Rubens BarrichelloBAR,Honda,1:34.384,+3.031s,9
19,14,David CoulthardCOU,RBR Ferrari,1:34.432,+3.079s,7
20,18,Tiago MonteiroMON,MF1 Toyota,1:34.459,+3.106s,14
21,10,Nico RosbergROS,Williams Cosworth,1:34.953,+3.600s,5
22,7,Ralf SchumacherRSC,Toyota,1:35.170,+3.817s,18
23,39,Markus WinkelhockWIN,MF1 Toyota,1:35.686,+4.333s,24
24,8,Jarno TrulliTRU,Toyota,1:35.898,+4.545s,11
25,17,Jacques VilleneuveVIL,Sauber BMW,1:36.264,+4.911s,8
26,19,Christijan AlbersALB,MF1 Toyota,1:36.314,+4.961s,16
27,22,Takuma SatoSAT,Super Aguri Honda,1:37.588,+6.235s,19
28,23,Yuji IdeIDE,Super Aguri Honda,1:39.021,+7.668s,21
