Pos,No,Driver,Car,Time,Gap,Laps
1,38,Robert KubicaKUB,Sauber BMW,1:16.225,,18
2,5,Michael SchumacherMSC,Ferrari,1:16.502,+0.277s,14
3,37,Robert DoornbosDOO,RBR Ferrari,1:16.549,+0.324s,18
4,3,Kimi RäikkönenRAI,McLaren Mercedes,1:17.040,+0.815s,9
5,6,Felipe MassaMAS,Ferrari,1:17.205,+0.980s,11
6,36,Anthony DavidsonDAV,Honda,1:17.294,+1.069s,26
7,9,Mark WebberWEB,Williams Cosworth,1:17.344,+1.119s,6
8,4,Pedro de la RosaDLR,McLaren Mercedes,1:17.516,+1.291s,10
9,11,Rubens BarrichelloBAR,Honda,1:17.519,+1.294s,13
10,12,Jenson ButtonBUT,Honda,1:17.542,+1.317s,13
11,2,Giancarlo FisichellaFIS,Renault,1:17.672,+1.447s,10
12,8,Jarno TrulliTRU,Toyota,1:17.844,+1.619s,13
13,7,Ralf SchumacherRSC,Toyota,1:17.895,+1.670s,14
14,39,Markus WinkelhockWIN,MF1 Toyota,1:17.962,+1.737s,20
15,1,Fernando AlonsoALO,Renault,1:18.082,+1.857s,8
16,35,Alexander WurzWUR,Williams Cosworth,1:18.164,+1.939s,36
17,15,Christian KlienKLI,RBR Ferrari,1:18.223,+1.998s,13
18,20,Vitantonio LiuzziLIU,STR Cosworth,1:18.366,+2.141s,13
19,40,Neel JaniJAN,STR Cosworth,1:18.460,+2.235s,19
20,14,David CoulthardCOU,RBR Ferrari,1:18.616,+2.391s,10
21,16,Nick HeidfeldHEI,Sauber BMW,1:18.636,+2.411s,10
22,19,Christijan AlbersALB,MF1 Toyota,1:18.643,+2.418s,11
23,18,Tiago MonteiroMON,MF1 Toyota,1:18.991,+2.766s,11
24,17,Jacques VilleneuveVIL,Sauber BMW,1:19.113,+2.888s,9
25,21,Scott SpeedSPE,STR Cosworth,1:19.232,+3.007s,12
26,22,Takuma SatoSAT,Super Aguri Honda,1:19.365,+3.140s,8
27,23,Sakon YamamotoYAM,Super Aguri Honda,,,2
