Pos,No,Driver,Car,Time,Gap,Laps
1,6,Felipe MassaMAS,Ferrari,1:21.778,,12
2,1,Fernando AlonsoALO,Renault,1:23.097,+1.319s,15
3,2,Giancarlo FisichellaFIS,Renault,1:23.189,+1.411s,14
4,37,Robert DoornbosDOO,RBR Ferrari,1:23.195,+1.417s,30
5,36,Anthony DavidsonDAV,Honda,1:23.498,+1.720s,31
6,7,Ralf SchumacherRSC,Toyota,1:23.747,+1.969s,19
7,8,Jarno TrulliTRU,Toyota,1:23.771,+1.993s,18
8,5,Michael SchumacherMSC,Ferrari,1:23.931,+2.153s,19
9,16,Nick HeidfeldHEI,Sauber BMW,1:23.934,+2.156s,11
10,17,Robert KubicaKUB,Sauber BMW,1:24.106,+2.328s,11
11,4,Pedro de la RosaDLR,McLaren Mercedes,1:24.252,+2.474s,11
12,39,Markus WinkelhockWIN,MF1 Toyota,1:24.381,+2.603s,28
13,11,Rubens BarrichelloBAR,Honda,1:24.445,+2.667s,17
14,12,Jenson ButtonBUT,Honda,1:24.465,+2.687s,15
15,18,Tiago MonteiroMON,MF1 Toyota,1:24.508,+2.730s,8
16,35,Alexander WurzWUR,Williams Cosworth,1:24.609,+2.831s,31
17,22,Takuma SatoSAT,Super Aguri Honda,1:24.623,+2.845s,23
18,10,Nico RosbergROS,Williams Cosworth,1:24.793,+3.015s,12
19,40,Neel JaniJAN,STR Cosworth,1:24.854,+3.076s,33
20,19,Christijan AlbersALB,MF1 Toyota,1:25.038,+3.260s,7
21,21,Scott SpeedSPE,STR Cosworth,1:25.152,+3.374s,16
22,9,Mark WebberWEB,Williams Cosworth,1:25.393,+3.615s,8
23,15,Christian KlienKLI,RBR Ferrari,1:25.647,+3.869s,14
24,14,David CoulthardCOU,RBR Ferrari,1:25.843,+4.065s,12
25,3,Kimi RäikkönenRAI,McLaren Mercedes,1:25.968,+4.190s,11
26,20,Vitantonio LiuzziLIU,STR Cosworth,1:26.198,+4.420s,16
27,23,Sakon YamamotoYAM,Super Aguri Honda,1:26.877,+5.099s,20
