Pos,No,Driver,Car,Time,Gap,Laps
1,36,Anthony DavidsonDAV,Honda,1:26.822,,28
2,35,Alexander WurzWUR,Williams Cosworth,1:26.832,+0.010s,27
3,38,Robert KubicaKUB,Sauber BMW,1:27.200,+0.378s,25
4,12,Jenson ButtonBUT,Honda,1:27.213,+0.391s,12
5,1,Fernando AlonsoALO,Renault,1:27.443,+0.621s,14
6,5,Michael SchumacherMSC,Ferrari,1:27.658,+0.836s,16
7,3,Kimi RäikkönenRAI,McLaren Mercedes,1:27.773,+0.951s,16
8,11,Rubens BarrichelloBAR,Honda,1:28.075,+1.253s,20
9,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:28.200,+1.378s,15
10,6,Felipe MassaMAS,Ferrari,1:28.227,+1.405s,17
11,2,Giancarlo FisichellaFIS,Renault,1:28.280,+1.458s,11
12,17,Jacques VilleneuveVIL,Sauber BMW,1:28.440,+1.618s,22
13,14,David CoulthardCOU,RBR Ferrari,1:28.531,+1.709s,18
14,9,Mark WebberWEB,Williams Cosworth,1:28.860,+2.038s,10
15,16,Nick HeidfeldHEI,Sauber BMW,1:29.053,+2.231s,5
16,8,Jarno TrulliTRU,Toyota,1:29.138,+2.316s,20
17,21,Scott SpeedSPE,STR Cosworth,1:29.196,+2.374s,18
18,7,Ralf SchumacherRSC,Toyota,1:29.379,+2.557s,16
19,18,Tiago MonteiroMON,MF1 Toyota,1:29.713,+2.891s,21
20,37,Robert DoornbosDOO,RBR Ferrari,1:29.876,+3.054s,32
21,15,Christian KlienKLI,RBR Ferrari,1:29.879,+3.057s,9
22,10,Nico RosbergROS,Williams Cosworth,1:29.933,+3.111s,11
23,40,Neel JaniJAN,STR Cosworth,1:30.686,+3.864s,26
24,20,Vitantonio LiuzziLIU,STR Cosworth,1:30.734,+3.912s,14
25,19,Christijan AlbersALB,MF1 Toyota,1:30.830,+4.008s,18
26,39,Markus WinkelhockWIN,MF1 Toyota,1:31.260,+4.438s,25
27,22,Takuma SatoSAT,Super Aguri Honda,1:32.556,+5.734s,27
28,23,Yuji IdeIDE,Super Aguri Honda,1:34.224,+7.402s,22
