Pos,No,Driver,Car,Time
1,22,Jenson ButtonBUT,Brawn Mercedes,1:20.527
2,15,Sebastian VettelVET,RBR Renault,1:20.660
3,23,Rubens BarrichelloBAR,Brawn Mercedes,1:20.762
4,3,Felipe MassaMAS,Ferrari,1:20.934
5,14,Mark WebberWEB,RBR Renault,1:21.049
6,10,Timo GlockGLO,Toyota,1:21.247
7,9,Jarno TrulliTRU,Toyota,1:21.254
8,7,Fernando AlonsoALO,Renault,1:21.392
9,16,Nico RosbergROS,Williams Toyota,1:22.558
10,5,Robert KubicaKUB,Sauber BMW,1:22.685
11,17,Kazuki NakajimaNAK,Williams Toyota,1:20.531
12,8,Nelson PiquetPIQ,Renault,1:20.604
13,6,Nick HeidfeldHEI,Sauber BMW,1:20.676
14,1,Lewis HamiltonHAM,McLaren Mercedes,1:20.805
15,12,Sebastien BuemiBUE,STR Ferrari,1:21.067
16,4,Kimi RäikkönenRAI,Ferrari,1:21.291
17,11,Sebastien BourdaisBOU,STR Ferrari,1:21.300
18,2,Heikki KovalainenKOV,McLaren Mercedes,1:21.675
19,20,Adrian SutilSUT,Force India Mercedes,1:21.742
20,21,Giancarlo FisichellaFIS,Force India Mercedes,1:22.204
