Pos,No,Driver,Car,Time
1,15,Sebastian VettelVET,RBR Renault,1:36.184
2,7,Fernando AlonsoALO,Renault,1:36.381
3,14,Mark WebberWEB,RBR Renault,1:36.466
4,23,Rubens BarrichelloBAR,Brawn Mercedes,1:36.493
5,22,Jenson ButtonBUT,Brawn Mercedes,1:36.532
6,9,Jarno TrulliTRU,Toyota,1:36.835
7,16,Nico RosbergROS,Williams Toyota,1:37.397
8,4,Kimi RäikkönenRAI,Ferrari,1:38.089
9,1,Lewis HamiltonHAM,McLaren Mercedes,1:38.595
10,12,Sebastien BuemiBUE,STR Ferrari,1:39.321
11,6,Nick HeidfeldHEI,Sauber BMW,1:35.975
12,2,Heikki KovalainenKOV,McLaren Mercedes,1:36.032
13,3,Felipe MassaMAS,Ferrari,1:36.033
14,17,Kazuki NakajimaNAK,Williams Toyota,1:36.193
15,11,Sebastien BourdaisBOU,STR Ferrari,1:36.906
16,8,Nelson PiquetPIQ,Renault,1:36.908
17,5,Robert KubicaKUB,Sauber BMW,1:36.966
18,20,Adrian SutilSUT,Force India Mercedes,1:37.669
19,10,Timo GlockGLO,Toyota,1:36.066
20,21,Giancarlo FisichellaFIS,Force India Mercedes,1:37.672
