Pos,No,Driver,Car,Time
1,1,Lewis HamiltonHAM,McLaren Mercedes,1:40.948
2,15,Sebastian VettelVET,RBR Renault,1:41.615
3,14,Mark WebberWEB,RBR Renault,1:41.726
4,23,Rubens BarrichelloBAR,Brawn Mercedes,1:41.786
5,22,Jenson ButtonBUT,Brawn Mercedes,1:41.892
6,9,Jarno TrulliTRU,Toyota,1:41.897
7,5,Robert KubicaKUB,Sauber BMW,1:41.992
8,6,Nick HeidfeldHEI,Sauber BMW,1:42.343
9,16,Nico RosbergROS,Williams Toyota,1:42.583
10,12,Sebastien BuemiBUE,STR Ferrari,1:42.713
11,4,Kimi RäikkönenRAI,Ferrari,1:40.726
12,10,Kamui KobayashiKOB,Toyota,1:40.777
13,17,Kazuki NakajimaNAK,Williams Toyota,1:41.148
14,11,Jaime AlguersuariALG,STR Ferrari,1:41.689
15,7,Fernando AlonsoALO,Renault,1:41.667
16,21,Vitantonio LiuzziLIU,Force India Mercedes,1:41.701
17,20,Adrian SutilSUT,Force India Mercedes,1:41.863
18,2,Heikki KovalainenKOV,McLaren Mercedes,1:40.983
19,8,Romain GrosjeanGRO,Renault,1:41.950
20,3,Giancarlo FisichellaFIS,Ferrari,1:42.184
