Pos,No,Driver,Car,Time
1,7,Fernando AlonsoALO,Renault,1:21.569
2,15,Sebastian VettelVET,RBR Renault,1:21.607
3,14,Mark WebberWEB,RBR Renault,1:21.741
4,1,Lewis HamiltonHAM,McLaren Mercedes,1:21.839
5,16,Nico RosbergROS,Williams Toyota,1:21.890
6,2,Heikki KovalainenKOV,McLaren Mercedes,1:22.095
7,4,Kimi RäikkönenRAI,Ferrari,1:22.468
8,22,Jenson ButtonBUT,Brawn Mercedes,1:22.511
9,17,Kazuki NakajimaNAK,Williams Toyota,1:22.835
10,12,Sebastien BuemiBUE,STR Ferrari,1:21.002
11,9,Jarno TrulliTRU,Toyota,1:21.082
12,23,Rubens BarrichelloBAR,Brawn Mercedes,1:21.222
13,10,Timo GlockGLO,Toyota,1:21.242
14,8,Nelson PiquetPIQ,Renault,1:21.389
15,6,Nick HeidfeldHEI,Sauber BMW,1:21.738
16,21,Giancarlo FisichellaFIS,Force India Mercedes,1:21.807
17,20,Adrian SutilSUT,Force India Mercedes,1:21.868
18,5,Robert KubicaKUB,Sauber BMW,1:21.901
19,11,Jaime AlguersuariALG,STR Ferrari,1:22.359
