Pos,No,Driver,Car,Time
1,22,Jenson ButtonBUT,Brawn Mercedes,1:26.202
2,23,Rubens BarrichelloBAR,Brawn Mercedes,1:26.505
3,15,Sebastian VettelVET,RBR Renault,1:26.830
4,5,Robert KubicaKUB,Sauber BMW,1:26.914
5,16,Nico RosbergROS,Williams Toyota,1:26.973
6,3,Felipe MassaMAS,Ferrari,1:27.033
7,4,Kimi RäikkönenRAI,Ferrari,1:27.163
8,14,Mark WebberWEB,RBR Renault,1:27.246
9,6,Nick HeidfeldHEI,Sauber BMW,1:25.504
10,7,Fernando AlonsoALO,Renault,1:25.605
11,17,Kazuki NakajimaNAK,Williams Toyota,1:25.607
12,2,Heikki KovalainenKOV,McLaren Mercedes,1:25.726
13,12,Sebastien BuemiBUE,STR Ferrari,1:26.503
14,8,Nelson PiquetPIQ,Renault,1:26.598
15,21,Giancarlo FisichellaFIS,Force India Mercedes,1:26.677
16,20,Adrian SutilSUT,Force India Mercedes,1:26.742
17,11,Sebastien BourdaisBOU,STR Ferrari,1:26.964
18,1,Lewis HamiltonHAM,McLaren Mercedes,
