Pos,No,Driver,Car,Time
1,21,Giancarlo FisichellaFIS,Force India Mercedes,1:46.308
2,9,Jarno TrulliTRU,Toyota,1:46.395
3,6,Nick HeidfeldHEI,Sauber BMW,1:46.500
4,23,Rubens BarrichelloBAR,Brawn Mercedes,1:46.513
5,5,Robert KubicaKUB,Sauber BMW,1:46.586
6,4,Kimi RäikkönenRAI,Ferrari,1:46.633
7,10,Timo GlockGLO,Toyota,1:46.677
8,15,Sebastian VettelVET,RBR Renault,1:46.761
9,14,Mark WebberWEB,RBR Renault,1:46.788
10,16,Nico RosbergROS,Williams Toyota,1:47.362
11,20,Adrian SutilSUT,Force India Mercedes,1:45.119
12,1,Lewis HamiltonHAM,McLaren Mercedes,1:45.122
13,7,Fernando AlonsoALO,Renault,1:45.136
14,22,Jenson ButtonBUT,Brawn Mercedes,1:45.251
15,2,Heikki KovalainenKOV,McLaren Mercedes,1:45.259
16,12,Sebastien BuemiBUE,STR Ferrari,1:45.951
17,11,Jaime AlguersuariALG,STR Ferrari,1:46.032
18,17,Kazuki NakajimaNAK,Williams Toyota,1:46.307
19,8,Romain GrosjeanGRO,Renault,1:46.359
20,3,Luca BadoerBAD,Ferrari,1:46.957
