Pos,No,Driver,Car,Time
1,1,Lewis HamiltonHAM,McLaren Mercedes,1:24.066
2,20,Adrian SutilSUT,Force India Mercedes,1:24.261
3,4,Kimi RäikkönenRAI,Ferrari,1:24.523
4,2,Heikki KovalainenKOV,McLaren Mercedes,1:24.845
5,23,Rubens BarrichelloBAR,Brawn Mercedes,1:25.015
6,22,Jenson ButtonBUT,Brawn Mercedes,1:25.030
7,21,Vitantonio LiuzziLIU,Force India Mercedes,1:25.043
8,7,Fernando AlonsoALO,Renault,1:25.072
9,15,Sebastian VettelVET,RBR Renault,1:25.180
10,14,Mark WebberWEB,RBR Renault,1:25.314
11,9,Jarno TrulliTRU,Toyota,1:23.611
12,8,Romain GrosjeanGRO,Renault,1:23.728
13,5,Robert KubicaKUB,Sauber BMW,1:23.866
14,3,Giancarlo FisichellaFIS,Ferrari,1:23.901
15,6,Nick HeidfeldHEI,Sauber BMW,1:24.275
16,10,Timo GlockGLO,Toyota,1:24.036
17,17,Kazuki NakajimaNAK,Williams Toyota,1:24.074
18,16,Nico RosbergROS,Williams Toyota,1:24.121
19,12,Sebastien BuemiBUE,STR Ferrari,1:24.220
