Pos,No,Driver,Car,Time
1,22,Jenson ButtonBUT,Brawn Mercedes,1:14.902
2,4,Kimi RäikkönenRAI,Ferrari,1:14.927
3,23,Rubens BarrichelloBAR,Brawn Mercedes,1:15.077
4,15,Sebastian VettelVET,RBR Renault,1:15.271
5,3,Felipe MassaMAS,Ferrari,1:15.437
6,16,Nico RosbergROS,Williams Toyota,1:15.455
7,2,Heikki KovalainenKOV,McLaren Mercedes,1:15.516
8,14,Mark WebberWEB,RBR Renault,1:15.653
9,7,Fernando AlonsoALO,Renault,1:16.009
10,17,Kazuki NakajimaNAK,Williams Toyota,1:17.344
11,12,Sebastien BuemiBUE,STR Ferrari,1:15.833
12,8,Nelson PiquetPIQ,Renault,1:15.837
13,21,Giancarlo FisichellaFIS,Force India Mercedes,1:16.146
14,11,Sebastien BourdaisBOU,STR Ferrari,1:16.281
15,20,Adrian SutilSUT,Force India Mercedes,1:16.545
16,6,Nick HeidfeldHEI,Sauber BMW,1:16.264
17,5,Robert KubicaKUB,Sauber BMW,1:16.405
18,9,Jarno TrulliTRU,Toyota,1:16.548
19,1,Lewis HamiltonHAM,McLaren Mercedes,1:16.264
