Pos,No,Driver,Car,Time
1,15,Sebastian VettelVET,RBR Renault,1:32.160
2,9,Jarno TrulliTRU,Toyota,1:32.220
3,1,Lewis HamiltonHAM,McLaren Mercedes,1:32.395
4,6,Nick HeidfeldHEI,Sauber BMW,1:32.945
5,4,Kimi RäikkönenRAI,Ferrari,1:32.980
6,23,Rubens BarrichelloBAR,Brawn Mercedes,1:32.660
7,16,Nico RosbergROS,Williams Toyota,1:31.482
8,20,Adrian SutilSUT,Force India Mercedes,1:32.466
9,5,Robert KubicaKUB,Sauber BMW,1:32.341
10,22,Jenson ButtonBUT,Brawn Mercedes,1:32.962
11,2,Heikki KovalainenKOV,McLaren Mercedes,
12,11,Jaime AlguersuariALG,STR Ferrari,
13,12,Sebastien BuemiBUE,STR Ferrari,
14,3,Giancarlo FisichellaFIS,Ferrari,1:31.704
15,17,Kazuki NakajimaNAK,Williams Toyota,1:31.718
16,7,Fernando AlonsoALO,Renault,1:31.638
17,8,Romain GrosjeanGRO,Renault,1:32.073
18,21,Vitantonio LiuzziLIU,Force India Mercedes,1:32.087
