Pos,No,Driver,Car,Time
1,14,Mark WebberWEB,RBR Renault,1:32.230
2,23,Rubens BarrichelloBAR,Brawn Mercedes,1:32.357
3,22,Jenson ButtonBUT,Brawn Mercedes,1:32.473
4,15,Sebastian VettelVET,RBR Renault,1:32.480
5,1,Lewis HamiltonHAM,McLaren Mercedes,1:32.616
6,2,Heikki KovalainenKOV,McLaren Mercedes,1:33.859
7,20,Adrian SutilSUT,Force India Mercedes,1:34.316
8,3,Felipe MassaMAS,Ferrari,1:34.574
9,4,Kimi RäikkönenRAI,Ferrari,1:34.710
10,8,Nelson PiquetPIQ,Renault,1:34.803
11,6,Nick HeidfeldHEI,Sauber BMW,1:42.310
12,7,Fernando AlonsoALO,Renault,1:42.318
13,17,Kazuki NakajimaNAK,Williams Toyota,1:42.500
14,9,Jarno TrulliTRU,Toyota,1:42.771
15,16,Nico RosbergROS,Williams Toyota,1:42.859
16,5,Robert KubicaKUB,Sauber BMW,1:32.190
17,12,Sebastien BuemiBUE,STR Ferrari,1:32.251
18,21,Giancarlo FisichellaFIS,Force India Mercedes,1:32.402
19,10,Timo GlockGLO,Toyota,1:32.423
20,11,Sebastien BourdaisBOU,STR Ferrari,1:33.559
