Pos,No,Driver,Car,Time
1,5,Nigel MansellMAN,Williams Renault,1:37.087
2,1,Ayrton SennaSEN,McLaren Honda,1:37.274
3,2,Gerhard BergerBER,McLaren Honda,1:37.393
4,6,Riccardo PatresePAT,Williams Renault,1:37.435
5,27,Alain ProstPRO,Ferrari,1:39.034
6,28,Jean AlesiALE,Ferrari,1:39.042
7,33,Andrea de CesarisDEC,Jordan Ford,1:40.239
8,20,Nelson PiquetPIQ,Benetton Ford,1:40.560
9,19,Roberto MorenoMOR,Benetton Ford,1:40.957
10,23,Pierluigi MartiniMAR,Minardi Ferrari,1:40.998
11,32,Bertrand GachotGAC,Jordan Ford,1:41.308
12,16,Ivan CapelliCAP,Leyton House Ilmor,1:41.330
13,3,Satoru NakajimaNAK,Tyrrell Honda,1:41.390
14,4,Stefano ModenaMOD,Tyrrell Honda,1:41.566
15,7,Martin BrundleBRU,Brabham Yamaha,1:41.615
16,15,Mauricio GugelminGUG,Leyton House Ilmor,1:41.735
17,25,Thierry BoutsenBOU,Ligier Lamborghini,1:41.823
18,21,Emanuele PirroPIR,Dallara Judd,1:42.021
19,24,Gianni MorbidelliMOR,Minardi Ferrari,1:42.058
20,22,Jyrki JarvilehtoJAR,Dallara Judd,1:42.171
21,8,Mark BlundellBLU,Brabham Yamaha,1:42.216
22,30,Aguri SuzukiSUZ,Lola Ford,1:42.474
23,11,Mika HakkinenHAK,Lotus Judd,1:42.726
24,34,Nicola LariniLAR,Lambo Lamborghini,1:43.035
25,29,Eric BernardBER,Lola Ford,1:43.321
26,26,Erik ComasCOM,Ligier Lamborghini,1:43.364
