Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:03.003
2,33,Max VerstappenVER,Red Bull Racing Honda,1:03.439
3,77,Valtteri BottasBOT,Mercedes,1:03.537
4,44,Lewis HamiltonHAM,Mercedes,1:03.262
5,4,Lando NorrisNOR,McLaren Renault,1:04.099
6,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:04.166
7,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:04.179
8,10,Pierre GaslyGAS,Red Bull Racing Honda,1:04.199
9,5,Sebastian VettelVET,Ferrari,
10,20,Kevin MagnussenMAG,Haas Ferrari,1:04.072
11,8,Romain GrosjeanGRO,Haas Ferrari,1:04.490
12,3,Daniel RicciardoRIC,Renault,1:04.790
13,11,Sergio PerezPER,Racing Point BWT Mercedes,1:04.789
14,18,Lance StrollSTR,Racing Point BWT Mercedes,1:04.832
15,27,Nico HulkenbergHUL,Renault,1:04.516
16,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:05.324
17,88,Robert KubicaKUB,Williams Mercedes,1:06.206
18,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:04.665
19,55,Carlos SainzSAI,McLaren Renault,1:13.601
20,63,George RussellRUS,Williams Mercedes,1:05.904
