Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,Ferrari,1:10.240
2,44,Lewis HamiltonHAM,Mercedes,1:10.446
3,16,Charles LeclercLEC,Ferrari,1:10.920
4,3,Daniel RicciardoRIC,Renault,1:11.071
5,10,Pierre GaslyGAS,Red Bull Racing Honda,1:11.079
6,77,Valtteri BottasBOT,Mercedes,1:11.101
7,27,Nico HulkenbergHUL,Renault,1:11.324
8,4,Lando NorrisNOR,McLaren Renault,1:11.863
9,33,Max VerstappenVER,Red Bull Racing Honda,1:11.800
10,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:11.921
11,55,Carlos SainzSAI,McLaren Renault,1:13.981
12,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:12.136
13,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:12.193
14,8,Romain GrosjeanGRO,Haas Ferrari,
15,11,Sergio PerezPER,Racing Point BWT Mercedes,1:12.197
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:12.230
17,18,Lance StrollSTR,Racing Point BWT Mercedes,1:12.266
18,63,George RussellRUS,Williams Mercedes,1:13.617
19,88,Robert KubicaKUB,Williams Mercedes,1:14.393
20,20,Kevin MagnussenMAG,Haas Ferrari,
