Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:11.767
2,33,Max VerstappenVER,Red Bull Racing Honda,1:12.113
3,77,Valtteri BottasBOT,Mercedes,1:12.129
4,10,Pierre GaslyGAS,Red Bull Racing Honda,1:12.522
5,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:12.538
6,8,Romain GrosjeanGRO,Haas Ferrari,1:12.851
7,55,Carlos SainzSAI,McLaren Renault,1:12.897
8,11,Sergio PerezPER,Racing Point BWT Mercedes,1:13.065
9,27,Nico HulkenbergHUL,Renault,1:13.126
10,16,Charles LeclercLEC,Ferrari,
11,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:12.786
12,20,Kevin MagnussenMAG,Haas Ferrari,1:12.789
13,3,Daniel RicciardoRIC,Renault,1:12.799
14,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:13.135
15,18,Lance StrollSTR,Racing Point BWT Mercedes,1:13.450
16,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:13.461
17,63,George RussellRUS,Williams Mercedes,1:14.721
18,88,Robert KubicaKUB,Williams Mercedes,1:14.839
19,4,Lando NorrisNOR,McLaren Renault,1:13.333
20,5,Sebastian VettelVET,Ferrari,
