Pos,No,Driver,Car,Time
1,33,Max VerstappenVER,Red Bull Racing Honda,1:14.572
2,77,Valtteri BottasBOT,Mercedes,1:14.590
3,44,Lewis HamiltonHAM,Mercedes,1:14.769
4,16,Charles LeclercLEC,Ferrari,1:15.043
5,5,Sebastian VettelVET,Ferrari,1:15.071
6,10,Pierre GaslyGAS,Red Bull Racing Honda,1:15.450
7,4,Lando NorrisNOR,McLaren Renault,1:15.800
8,55,Carlos SainzSAI,McLaren Renault,1:15.852
9,8,Romain GrosjeanGRO,Haas Ferrari,1:16.013
10,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:16.041
11,27,Nico HulkenbergHUL,Renault,1:16.565
12,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:16.687
13,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:16.692
14,20,Kevin MagnussenMAG,Haas Ferrari,1:17.081
15,63,George RussellRUS,Williams Mercedes,1:17.031
16,11,Sergio PerezPER,Racing Point BWT Mercedes,1:17.109
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:16.804
18,18,Lance StrollSTR,Racing Point BWT Mercedes,1:17.542
19,88,Robert KubicaKUB,Williams Mercedes,1:18.324
20,3,Daniel RicciardoRIC,Renault,1:17.257
