Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:15.406
2,44,Lewis HamiltonHAM,Mercedes,1:16.040
3,5,Sebastian VettelVET,Ferrari,1:16.272
4,33,Max VerstappenVER,Red Bull Racing Honda,1:16.357
5,16,Charles LeclercLEC,Ferrari,1:16.588
6,10,Pierre GaslyGAS,Red Bull Racing Honda,1:16.708
7,8,Romain GrosjeanGRO,Haas Ferrari,1:16.911
8,20,Kevin MagnussenMAG,Haas Ferrari,1:16.922
9,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:17.573
10,4,Lando NorrisNOR,McLaren Renault,1:17.338
11,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:17.445
12,55,Carlos SainzSAI,McLaren Renault,1:17.599
13,3,Daniel RicciardoRIC,Renault,1:18.106
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:17.788
15,11,Sergio PerezPER,Racing Point BWT Mercedes,1:17.886
16,18,Lance StrollSTR,Racing Point BWT Mercedes,1:18.471
17,88,Robert KubicaKUB,Williams Mercedes,1:20.254
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:18.664
19,63,George RussellRUS,Williams Mercedes,1:19.072
20,27,Nico HulkenbergHUL,Renault,1:18.404
