Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:31.547
2,44,Lewis HamiltonHAM,Mercedes,1:31.570
3,5,Sebastian VettelVET,Ferrari,1:31.848
4,16,Charles LeclercLEC,Ferrari,1:31.865
5,33,Max VerstappenVER,Red Bull Racing Honda,1:32.089
6,10,Pierre GaslyGAS,Red Bull Racing Honda,1:32.930
7,3,Daniel RicciardoRIC,Renault,1:32.958
8,27,Nico HulkenbergHUL,Renault,1:32.962
9,20,Kevin MagnussenMAG,Haas Ferrari,
10,8,Romain GrosjeanGRO,Haas Ferrari,
11,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:33.236
12,11,Sergio PerezPER,Racing Point BWT Mercedes,1:33.299
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:33.419
14,55,Carlos SainzSAI,McLaren Renault,1:33.523
15,4,Lando NorrisNOR,McLaren Renault,1:33.967
16,18,Lance StrollSTR,Racing Point BWT Mercedes,1:34.292
17,63,George RussellRUS,Williams Mercedes,1:35.253
18,88,Robert KubicaKUB,Williams Mercedes,1:35.281
19,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,
20,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,
