Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:32.029
2,5,Sebastian VettelVET,Ferrari,1:32.041
3,33,Max VerstappenVER,Red Bull Racing Honda,1:32.096
4,16,Charles LeclercLEC,Ferrari,1:32.137
5,44,Lewis HamiltonHAM,Mercedes,1:32.321
6,23,Alexander AlbonALB,Red Bull Racing Honda,1:32.548
7,55,Carlos SainzSAI,McLaren Renault,1:32.847
8,4,Lando NorrisNOR,McLaren Renault,1:33.175
9,3,Daniel RicciardoRIC,Renault,1:33.488
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:33.601
11,27,Nico HulkenbergHUL,Renault,1:33.815
12,20,Kevin MagnussenMAG,Haas Ferrari,1:33.979
13,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:33.989
14,18,Lance StrollSTR,Racing Point BWT Mercedes,1:34.100
15,8,Romain GrosjeanGRO,Haas Ferrari,1:34.158
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:34.226
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:34.369
18,63,George RussellRUS,Williams Mercedes,1:35.372
19,88,Robert KubicaKUB,Williams Mercedes,1:35.889
20,11,Sergio PerezPER,Racing Point BWT Mercedes,1:35.808
