Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:19.307
2,44,Lewis HamiltonHAM,Mercedes,1:19.346
3,77,Valtteri BottasBOT,Mercedes,1:19.354
4,5,Sebastian VettelVET,Ferrari,1:19.457
5,3,Daniel RicciardoRIC,Renault,1:19.839
6,27,Nico HulkenbergHUL,Renault,1:20.049
7,55,Carlos SainzSAI,McLaren Renault,1:20.455
8,23,Alexander AlbonALB,Red Bull Racing Honda,
9,18,Lance StrollSTR,Racing Point BWT Mercedes,
10,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:20.517
11,20,Kevin MagnussenMAG,Haas Ferrari,1:20.615
12,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:20.630
13,8,Romain GrosjeanGRO,Haas Ferrari,1:20.784
14,63,George RussellRUS,Williams Mercedes,1:21.800
15,88,Robert KubicaKUB,Williams Mercedes,1:22.356
16,4,Lando NorrisNOR,McLaren Renault,1:21.068
17,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:21.125
18,11,Sergio PerezPER,Racing Point BWT Mercedes,1:21.291
19,33,Max VerstappenVER,Red Bull Racing Honda,
20,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,
