Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:15.024
2,5,Sebastian VettelVET,Ferrari,1:15.170
3,44,Lewis HamiltonHAM,Mercedes,1:15.262
4,33,Max VerstappenVER,Red Bull Racing Honda,1:14.758
5,23,Alexander AlbonALB,Red Bull Racing Honda,1:15.336
6,77,Valtteri BottasBOT,Mercedes,1:15.338
7,55,Carlos SainzSAI,McLaren Renault,1:16.014
8,4,Lando NorrisNOR,McLaren Renault,1:16.322
9,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:16.469
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:16.586
11,11,Sergio PerezPER,Racing Point BWT Mercedes,1:16.687
12,27,Nico HulkenbergHUL,Renault,1:16.885
13,3,Daniel RicciardoRIC,Renault,1:16.933
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:16.967
15,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:17.269
16,18,Lance StrollSTR,Racing Point BWT Mercedes,1:18.065
17,20,Kevin MagnussenMAG,Haas Ferrari,1:18.436
18,8,Romain GrosjeanGRO,Haas Ferrari,1:18.599
19,63,George RussellRUS,Williams Mercedes,1:18.823
20,88,Robert KubicaKUB,Williams Mercedes,1:20.179
