Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:10.166
2,77,Valtteri BottasBOT,Mercedes,1:10.252
3,33,Max VerstappenVER,Red Bull Racing Honda,1:10.641
4,5,Sebastian VettelVET,Ferrari,1:10.947
5,20,Kevin MagnussenMAG,Haas Ferrari,1:11.109
6,3,Daniel RicciardoRIC,Renault,1:11.218
7,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:11.271
8,10,Pierre GaslyGAS,Red Bull Racing Honda,1:11.041
9,55,Carlos SainzSAI,McLaren Renault,1:11.417
10,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:11.653
11,27,Nico HulkenbergHUL,Renault,1:11.670
12,4,Lando NorrisNOR,McLaren Renault,1:11.724
13,8,Romain GrosjeanGRO,Haas Ferrari,1:12.027
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:12.115
15,16,Charles LeclercLEC,Ferrari,1:12.149
16,11,Sergio PerezPER,Racing Point BWT Mercedes,1:12.233
17,18,Lance StrollSTR,Racing Point BWT Mercedes,1:12.846
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:12.185
19,63,George RussellRUS,Williams Mercedes,1:13.477
20,88,Robert KubicaKUB,Williams Mercedes,1:13.751
