Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:28.319
2,77,Valtteri BottasBOT,Mercedes,1:28.605
3,16,Charles LeclercLEC,Ferrari,1:28.965
4,33,Max VerstappenVER,Red Bull Racing Honda,1:29.409
5,4,Lando NorrisNOR,McLaren Renault,1:29.418
6,55,Carlos SainzSAI,McLaren Renault,1:29.522
7,5,Sebastian VettelVET,Ferrari,1:29.799
8,3,Daniel RicciardoRIC,Renault,1:29.918
9,10,Pierre GaslyGAS,Red Bull Racing Honda,1:30.184
10,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:33.420
11,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:30.461
12,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:30.533
13,27,Nico HulkenbergHUL,Renault,1:30.544
14,11,Sergio PerezPER,Racing Point BWT Mercedes,1:30.738
15,20,Kevin MagnussenMAG,Haas Ferrari,1:31.440
16,8,Romain GrosjeanGRO,Haas Ferrari,1:31.626
17,18,Lance StrollSTR,Racing Point BWT Mercedes,1:31.726
18,88,Robert KubicaKUB,Williams Mercedes,1:33.205
19,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:31.564
20,63,George RussellRUS,Williams Mercedes,1:32.789
