Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:42.519
2,5,Sebastian VettelVET,Ferrari,1:43.267
3,44,Lewis HamiltonHAM,Mercedes,1:43.282
4,77,Valtteri BottasBOT,Mercedes,1:43.415
5,33,Max VerstappenVER,Red Bull Racing Honda,1:43.690
6,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:44.557
7,11,Sergio PerezPER,Racing Point BWT Mercedes,1:44.706
8,20,Kevin MagnussenMAG,Haas Ferrari,1:45.086
9,8,Romain GrosjeanGRO,Haas Ferrari,1:44.797
10,3,Daniel RicciardoRIC,Renault,1:44.257
11,4,Lando NorrisNOR,McLaren Renault,1:44.847
12,27,Nico HulkenbergHUL,Renault,1:44.542
13,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:46.435
14,63,George RussellRUS,Williams Mercedes,1:47.548
15,55,Carlos SainzSAI,McLaren Renault,1:46.507
16,18,Lance StrollSTR,Racing Point BWT Mercedes,1:45.047
17,23,Alexander AlbonALB,Red Bull Racing Honda,1:45.799
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,
19,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:46.518
20,88,Robert KubicaKUB,Williams Mercedes,
