Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:31.628
2,44,Lewis HamiltonHAM,Mercedes,1:32.030
3,5,Sebastian VettelVET,Ferrari,1:32.053
4,77,Valtteri BottasBOT,Mercedes,1:32.632
5,55,Carlos SainzSAI,McLaren Renault,1:33.222
6,27,Nico HulkenbergHUL,Renault,1:33.289
7,4,Lando NorrisNOR,McLaren Renault,1:33.301
8,8,Romain GrosjeanGRO,Haas Ferrari,1:33.517
9,33,Max VerstappenVER,Red Bull Racing Honda,1:32.310
10,3,Daniel RicciardoRIC,Renault,1:33.661
11,11,Sergio PerezPER,Racing Point BWT Mercedes,1:33.958
12,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:34.037
13,20,Kevin MagnussenMAG,Haas Ferrari,1:34.082
14,18,Lance StrollSTR,Racing Point BWT Mercedes,1:34.233
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:34.840
16,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:33.950
17,63,George RussellRUS,Williams Mercedes,1:35.356
18,88,Robert KubicaKUB,Williams Mercedes,1:36.474
19,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,
20,23,Alexander AlbonALB,Red Bull Racing Honda,1:39.197
