Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:27.866
2,5,Sebastian VettelVET,Ferrari,1:28.160
3,44,Lewis HamiltonHAM,Mercedes,1:28.190
4,77,Valtteri BottasBOT,Mercedes,1:28.256
5,33,Max VerstappenVER,Red Bull Racing Honda,1:28.752
6,20,Kevin MagnussenMAG,Haas Ferrari,1:28.757
7,55,Carlos SainzSAI,McLaren Renault,1:28.813
8,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:29.022
9,4,Lando NorrisNOR,McLaren Renault,1:29.043
10,3,Daniel RicciardoRIC,Renault,1:29.488
11,8,Romain GrosjeanGRO,Haas Ferrari,1:29.015
12,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:29.513
13,10,Pierre GaslyGAS,Red Bull Racing Honda,1:29.526
14,11,Sergio PerezPER,Racing Point BWT Mercedes,1:29.756
15,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:29.854
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:30.026
17,27,Nico HulkenbergHUL,Renault,1:30.034
18,18,Lance StrollSTR,Racing Point BWT Mercedes,1:30.217
19,63,George RussellRUS,Williams Mercedes,1:31.759
20,88,Robert KubicaKUB,Williams Mercedes,1:31.799
