Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:20.486
2,77,Valtteri BottasBOT,Mercedes,1:20.598
3,5,Sebastian VettelVET,Ferrari,1:21.190
4,33,Max VerstappenVER,Red Bull Racing Honda,1:21.320
5,16,Charles LeclercLEC,Ferrari,1:21.442
6,8,Romain GrosjeanGRO,Haas Ferrari,1:21.826
7,20,Kevin MagnussenMAG,Haas Ferrari,1:22.099
8,4,Lando NorrisNOR,McLaren Renault,1:22.304
9,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:22.314
10,11,Sergio PerezPER,Racing Point BWT Mercedes,1:22.781
11,27,Nico HulkenbergHUL,Renault,1:22.562
12,3,Daniel RicciardoRIC,Renault,1:22.570
13,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:22.636
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:22.714
15,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:22.774
16,18,Lance StrollSTR,Racing Point BWT Mercedes,1:23.017
17,10,Pierre GaslyGAS,Red Bull Racing Honda,1:23.020
18,55,Carlos SainzSAI,McLaren Renault,1:23.084
19,63,George RussellRUS,Williams Mercedes,1:24.360
20,88,Robert KubicaKUB,Williams Mercedes,1:26.067
