Pos,No,Driver,Car,Time
1,5,Nelson PiquetPIQ,Brabham Ford,1:17.694
2,16,Rene ArnouxARN,Renault,1:18.689
3,22,Patrick DepaillerDEP,Alfa Romeo,1:18.719
4,10,Jan LammersLAM,ATS Ford,1:18.783
5,27,Alan  JonesJON,Williams Ford,1:18.819
6,23,Bruno GiacomelliGIA,Alfa Romeo,1:18.924
7,28,Carlos ReutemannREU,Williams Ford,1:18.964
8,29,Riccardo PatresePAT,Arrows Ford,1:19.071
9,25,Didier PironiPIR,Ligier Ford,1:19.276
10,2,Gilles VilleneuveVIL,Ferrari,1:19.285
11,15,Jean-Pierre JabouilleJAB,Renault,1:19.316
12,3,Jean-Pierre JarierJAR,Tyrrell Ford,1:19.318
13,26,Jacques LaffiteLAF,Ligier Ford,1:19.455
14,4,Derek DalyDAL,Tyrrell Ford,1:19.744
15,11,Mario AndrettiAND,Lotus Ford,1:19.763
16,1,Jody ScheckterSCH,Ferrari,1:20.151
17,30,Jochen MassMAS,Arrows Ford,1:20.410
18,6,Ricardo ZuninoZUN,Brabham Ford,1:20.419
19,31,Eddie  CheeverCHE,Osella Ford,1:20.808
20,12,Elio de AngelisDEA,Lotus Ford,1:20.830
21,7,John WatsonWAT,McLaren Ford,1:20.868
22,21,Keke RosbergROS,Fittipaldi Ford,1:20.911
23,14,Clay RegazzoniREG,Ensign Ford,1:20.984
24,20,Emerson FittipaldiFIT,Fittipaldi Ford,1:21.350
