Pos,No,Driver,Car,Time
1,25,Didier PironiPIR,Ligier Ford,1:11.004
2,26,Jacques LaffiteLAF,Ligier Ford,1:11.390
3,27,Alan  JonesJON,Williams Ford,1:11.600
4,28,Carlos ReutemannREU,Williams Ford,1:11.620
5,5,Nelson PiquetPIQ,Brabham Ford,1:11.630
6,23,Bruno GiacomelliGIA,Alfa Romeo,1:12.120
7,8,Alain ProstPRO,McLaren Ford,1:12.630
8,22,Patrick DepaillerDEP,Alfa Romeo,1:13.180
9,11,Mario AndrettiAND,Lotus Ford,1:13.400
10,4,Derek DalyDAL,Tyrrell Ford,1:13.460
11,3,Jean-Pierre JarierJAR,Tyrrell Ford,1:13.660
12,7,John WatsonWAT,McLaren Ford,1:13.710
13,15,Jean-Pierre JabouilleJAB,Renault,1:13.740
14,12,Elio de AngelisDEA,Lotus Ford,1:13.850
15,9,Marc SurerSUR,ATS Ford,1:13.950
16,16,Rene ArnouxARN,Renault,1:13.960
17,6,Hector RebaqueREB,Brabham Ford,1:14.220
18,50,Rupert KeeganKEE,Williams Ford,1:14.230
19,2,Gilles VilleneuveVIL,Ferrari,1:14.290
20,31,Eddie  CheeverCHE,Osella Ford,1:14.510
21,29,Riccardo PatresePAT,Arrows Ford,1:14.560
22,20,Emerson FittipaldiFIT,Fittipaldi Ford,1:14.580
23,1,Jody ScheckterSCH,Ferrari,1:15.370
24,30,Jochen MassMAS,Arrows Ford,1:15.420
