Pos,No,Driver,Car,Time
1,25,Didier PironiPIR,Ligier Ford,1:24.813
2,28,Carlos ReutemannREU,Williams Ford,1:24.882
3,27,Alan  JonesJON,Williams Ford,1:25.202
4,5,Nelson PiquetPIQ,Brabham Ford,1:25.358
5,26,Jacques LaffiteLAF,Ligier Ford,1:25.510
6,2,Gilles VilleneuveVIL,Ferrari,1:26.104
7,22,Patrick DepaillerDEP,Alfa Romeo,1:26.210
8,23,Bruno GiacomelliGIA,Alfa Romeo,1:26.227
9,3,Jean-Pierre JarierJAR,Tyrrell Ford,1:26.369
10,8,Alain ProstPRO,McLaren Ford,1:26.826
11,29,Riccardo PatresePAT,Arrows Ford,1:26.828
12,4,Derek DalyDAL,Tyrrell Ford,1:26.838
13,9,Jan LammersLAM,ATS Ford,1:26.883
14,12,Elio de AngelisDEA,Lotus Ford,1:26.930
15,30,Jochen MassMAS,Arrows Ford,1:26.956
16,15,Jean-Pierre JabouilleJAB,Renault,1:27.099
17,1,Jody ScheckterSCH,Ferrari,1:27.182
18,20,Emerson FittipaldiFIT,Fittipaldi Ford,1:27.495
19,11,Mario AndrettiAND,Lotus Ford,1:27.514
20,16,Rene ArnouxARN,Renault,1:27.524
